S.D.,Counts
0.5,288
0.6,283
0.7,265
0.8,247
0.9,205
1.0,182
1.1,169
1.2,146
1.3,153
1.4,131
1.5,104
1.6,85
1.7,57
1.8,50
1.9,38
2.0,32
2.1,28
2.2,21
2.3,11
2.4,10
2.5,10
2.6,5
2.7,5
2.8,3
2.9,4
3.0,1
