S.D.,Counts,seed,tournament_type
0.5,288,64,pareto_dr_max
0.6,272,64,pareto_dr_max
0.7,261,64,pareto_dr_max
0.8,247,64,pareto_dr_max
0.9,252,64,pareto_dr_max
1,227,64,pareto_dr_max
1.1,197,64,pareto_dr_max
1.2,194,64,pareto_dr_max
1.3,164,64,pareto_dr_max
1.4,127,64,pareto_dr_max
1.5,110,64,pareto_dr_max
1.6,93,64,pareto_dr_max
1.7,87,64,pareto_dr_max
1.8,56,64,pareto_dr_max
1.9,39,64,pareto_dr_max
2,27,64,pareto_dr_max
2.1,24,64,pareto_dr_max
2.2,18,64,pareto_dr_max
2.3,7,64,pareto_dr_max
2.4,4,64,pareto_dr_max
2.5,3,64,pareto_dr_max
2.6,6,64,pareto_dr_max
2.7,8,64,pareto_dr_max
2.8,1,64,pareto_dr_max
2.9,1,64,pareto_dr_max
3,0,64,pareto_dr_max
