S.D.,Counts
0.5,260
0.6,257
0.7,248
0.8,224
0.9,206
1.0,174
1.1,153
1.2,139
1.3,139
1.4,135
1.5,100
1.6,88
1.7,83
1.8,81
1.9,60
2.0,35
2.1,24
2.2,13
2.3,9
2.4,12
2.5,7
2.6,5
2.7,1
2.8,0
2.9,0
3.0,0
