S.D.,Counts,seed,tournament_type
0.5,294,128,pareto_dr_max
0.6,269,128,pareto_dr_max
0.7,260,128,pareto_dr_max
0.8,245,128,pareto_dr_max
0.9,221,128,pareto_dr_max
1,201,128,pareto_dr_max
1.1,180,128,pareto_dr_max
1.2,165,128,pareto_dr_max
1.3,154,128,pareto_dr_max
1.4,120,128,pareto_dr_max
1.5,100,128,pareto_dr_max
1.6,72,128,pareto_dr_max
1.7,70,128,pareto_dr_max
1.8,52,128,pareto_dr_max
1.9,45,128,pareto_dr_max
2,27,128,pareto_dr_max
2.1,18,128,pareto_dr_max
2.2,16,128,pareto_dr_max
2.3,5,128,pareto_dr_max
2.4,8,128,pareto_dr_max
2.5,6,128,pareto_dr_max
2.6,4,128,pareto_dr_max
2.7,3,128,pareto_dr_max
2.8,1,128,pareto_dr_max
2.9,0,128,pareto_dr_max
3,0,128,pareto_dr_max
