S.D.,Counts
0.5,270
0.6,288
0.7,293
0.8,282
0.9,256
1.0,228
1.1,233
1.2,197
1.3,173
1.4,138
1.5,127
1.6,96
1.7,72
1.8,66
1.9,51
2.0,38
2.1,30
2.2,22
2.3,16
2.4,9
2.5,8
2.6,7
2.7,6
2.8,4
2.9,3
3.0,3
