S.D.,Counts
0.5,291
0.6,276
0.7,272
0.8,243
0.9,231
1.0,218
1.1,210
1.2,185
1.3,179
1.4,138
1.5,115
1.6,88
1.7,71
1.8,58
1.9,50
2.0,38
2.1,30
2.2,22
2.3,20
2.4,16
2.5,7
2.6,2
2.7,0
2.8,0
2.9,0
3.0,0
