S.D.,Counts
0.5,250
0.6,247
0.7,236
0.8,231
0.9,216
1.0,191
1.1,172
1.2,137
1.3,106
1.4,107
1.5,94
1.6,83
1.7,78
1.8,58
1.9,48
2.0,31
2.1,29
2.2,19
2.3,5
2.4,4
2.5,0
2.6,0
2.7,0
2.8,0
2.9,0
3.0,0
