S.D.,Counts
0.5,267
0.6,266
0.7,236
0.8,213
0.9,213
1.0,186
1.1,166
1.2,163
1.3,126
1.4,116
1.5,107
1.6,85
1.7,72
1.8,71
1.9,56
2.0,42
2.1,29
2.2,24
2.3,12
2.4,7
2.5,5
2.6,2
2.7,1
2.8,0
2.9,0
3.0,0
