S.D.,Counts
0.5,244
0.6,255
0.7,234
0.8,231
0.9,208
1.0,190
1.1,164
1.2,133
1.3,130
1.4,104
1.5,106
1.6,85
1.7,78
1.8,61
1.9,48
2.0,26
2.1,16
2.2,9
2.3,4
2.4,2
2.5,0
2.6,0
2.7,0
2.8,0
2.9,0
3.0,0
