S.D.,Counts
0.5,249
0.6,228
0.7,244
0.8,235
0.9,201
1.0,177
1.1,175
1.2,160
1.3,149
1.4,113
1.5,98
1.6,76
1.7,62
1.8,47
1.9,37
2.0,38
2.1,23
2.2,19
2.3,11
2.4,7
2.5,3
2.6,6
2.7,3
2.8,2
2.9,0
3.0,0
