S.D.,Counts,Seed
0.5,258,128
0.6,271,128
0.7,246,128
0.8,209,128
0.9,186,128
1.0,170,128
1.1,143,128
1.2,113,128
1.3,119,128
1.4,113,128
1.5,90,128
1.6,82,128
1.7,75,128
1.8,49,128
1.9,45,128
2.0,39,128
2.1,34,128
2.2,28,128
2.3,22,128
2.4,14,128
2.5,9,128
2.6,5,128
2.7,2,128
2.8,1,128
2.9,0,128
3.0,0,128
