S.D.,Counts,Seed
0.5,267,1024
0.6,254,1024
0.7,221,1024
0.8,239,1024
0.9,236,1024
1.0,214,1024
1.1,188,1024
1.2,183,1024
1.3,155,1024
1.4,130,1024
1.5,125,1024
1.6,92,1024
1.7,69,1024
1.8,53,1024
1.9,35,1024
2.0,32,1024
2.1,24,1024
2.2,16,1024
2.3,15,1024
2.4,11,1024
2.5,9,1024
2.6,9,1024
2.7,7,1024
2.8,7,1024
2.9,4,1024
3.0,3,1024
