S.D.,Counts,Seed
0.5,271,8
0.6,255,8
0.7,254,8
0.8,229,8
0.9,228,8
1.0,196,8
1.1,154,8
1.2,130,8
1.3,112,8
1.4,93,8
1.5,89,8
1.6,73,8
1.7,72,8
1.8,57,8
1.9,45,8
2.0,36,8
2.1,42,8
2.2,27,8
2.3,15,8
2.4,10,8
2.5,5,8
2.6,1,8
2.7,0,8
2.8,0,8
2.9,0,8
3.0,0,8
