S.D.,Counts,Seed
0.5,245,512
0.6,257,512
0.7,280,512
0.8,260,512
0.9,224,512
1.0,212,512
1.1,189,512
1.2,150,512
1.3,134,512
1.4,131,512
1.5,113,512
1.6,98,512
1.7,81,512
1.8,66,512
1.9,47,512
2.0,43,512
2.1,29,512
2.2,24,512
2.3,16,512
2.4,5,512
2.5,2,512
2.6,0,512
2.7,0,512
2.8,0,512
2.9,0,512
3.0,0,512
