S.D.,Counts,Seed
0.5,296,256
0.6,278,256
0.7,277,256
0.8,265,256
0.9,219,256
1.0,205,256
1.1,190,256
1.2,156,256
1.3,140,256
1.4,142,256
1.5,115,256
1.6,95,256
1.7,82,256
1.8,59,256
1.9,42,256
2.0,31,256
2.1,25,256
2.2,17,256
2.3,12,256
2.4,12,256
2.5,7,256
2.6,3,256
2.7,3,256
2.8,2,256
2.9,1,256
3.0,0,256
