S.D.,Counts
0.5,782
0.6,779
0.7,724
0.8,741
0.9,683
1.0,654
1.1,612
1.2,539
1.3,501
1.4,490
1.5,399
1.6,298
1.7,230
1.8,201
1.9,148
2.0,140
2.1,108
2.2,70
2.3,49
2.4,19
2.5,8
2.6,1
2.7,0
2.8,0
2.9,0
3.0,0
