S.D.,Counts
0.5,803
0.6,691
0.7,622
0.8,567
0.9,529
1.0,536
1.1,506
1.2,431
1.3,439
1.4,342
1.5,295
1.6,259
1.7,158
1.8,123
1.9,75
2.0,64
2.1,54
2.2,68
2.3,61
2.4,51
2.5,33
2.6,21
2.7,8
2.8,3
2.9,7
3.0,13
