,m,d,r,w,P,R,S,T
67,8.3,0.4,0.3,1.0,305275,411878,180479,92368
68,8.9,0.4,0.3,1.0,365286,372030,132902,119782
69,7.0,0.4,0.3,1.0,369987,355732,129679,134602
70,3.4,0.4,0.3,1.0,396880,324681,123151,145288
71,0.7,0.4,0.3,1.0,333206,373043,161931,121820
72,4.3,0.4,0.3,1.0,356731,358456,144816,129997
73,1.2,0.4,0.3,1.0,448301,266823,108418,166458
74,5.0,0.4,0.3,1.0,379781,349729,126565,133925
75,1.6,0.4,0.3,1.0,372789,353903,136998,126310
76,4.4,0.4,0.3,1.0,376322,351260,134613,127805
77,3.1,0.4,0.3,1.0,403020,329629,110173,147178
78,0.8,0.4,0.3,1.0,334133,405509,151229,99129
79,6.4,0.4,0.3,1.0,398103,335954,119032,136911
80,8.1,0.4,0.3,1.0,369034,364090,133029,123847
81,4.2,0.4,0.3,1.0,332611,385730,159410,112249
82,8.6,0.4,0.3,1.0,358909,367366,147238,116487
83,6.5,0.4,0.3,1.0,436201,294731,105532,153536
84,4.2,0.4,0.3,1.0,346501,360762,150123,132614
85,2.5,0.4,0.3,1.0,340480,388842,143860,116818
86,4.8,0.4,0.3,1.0,393634,330030,128346,137990
87,7.3,0.4,0.3,1.0,341892,374818,157703,115587
88,7.4,0.4,0.3,1.0,374891,337085,137674,140350
89,7.6,0.4,0.3,1.0,408645,304395,128975,147985
90,0.5,0.4,0.3,1.0,367804,362245,142275,117676
91,3.4,0.4,0.3,1.0,437669,288289,106403,157639
92,6.2,0.4,0.3,1.0,388619,347239,123480,130662
93,5.6,0.4,0.3,1.0,394162,323489,130031,142318
94,2.7,0.4,0.3,1.0,430133,289091,113796,156980
95,5.6,0.4,0.3,1.0,383566,362064,117659,126711
96,4.0,0.4,0.3,1.0,392958,335670,122654,138718
97,5.4,0.4,0.3,1.0,363786,383967,128930,113317
98,4.0,0.4,0.3,1.0,350550,375562,137743,126145
99,8.1,0.4,0.3,1.0,443866,294566,97730,153838
