,m,d,r,w,P,R,S,T
37,6.5,0.3,0.4,1.0,255739,469250,132804,132207
38,7.9,0.3,0.4,1.0,253367,459782,128874,147977
39,1.2,0.3,0.4,1.0,266151,451873,120946,151030
40,2.1,0.3,0.4,1.0,203983,534641,152736,98640
41,8.8,0.3,0.4,1.0,262292,493825,122233,111650
42,6.6,0.3,0.4,1.0,182890,546034,166003,95073
43,8.6,0.3,0.4,1.0,274597,415913,122446,177044
44,9.0,0.3,0.4,1.0,267593,467533,126703,128171
45,8.8,0.3,0.4,1.0,271749,447091,125494,145666
46,2.3,0.3,0.4,1.0,252036,500700,123499,113765
47,5.6,0.3,0.4,1.0,255568,464860,126509,143063
48,8.8,0.3,0.4,1.0,215962,489910,153348,130780
49,2.4,0.3,0.4,1.0,247164,504578,125450,112808
50,5.7,0.3,0.4,1.0,254858,482630,126029,126483
51,9.5,0.3,0.4,1.0,279919,433518,113748,162815
52,6.1,0.3,0.4,1.0,288648,447002,110676,143674
53,2.1,0.3,0.4,1.0,239663,493982,130798,125557
54,2.0,0.3,0.4,1.0,239593,495792,142397,112218
55,4.8,0.3,0.4,1.0,280975,446710,119118,143197
56,4.5,0.3,0.4,1.0,247077,483402,129249,130272
57,7.9,0.3,0.4,1.0,242887,498888,133283,114942
58,1.0,0.3,0.4,1.0,207839,537708,146342,98111
59,7.2,0.3,0.4,1.0,211048,523933,141930,113089
60,1.7,0.3,0.4,1.0,274561,464945,118053,132441
61,9.1,0.3,0.4,1.0,248357,452119,134734,154790
62,7.8,0.3,0.4,1.0,295476,437562,106382,150580
63,2.6,0.3,0.4,1.0,242393,486635,133333,127639
64,2.8,0.3,0.4,1.0,265983,479124,114604,130289
65,1.8,0.3,0.4,1.0,230363,514454,134755,110428
66,8.3,0.3,0.4,1.0,319335,388019,94892,187754
67,7.8,0.3,0.4,1.0,277313,451370,118967,142350
68,6.4,0.3,0.4,1.0,302334,418476,110467,158723
69,2.7,0.3,0.4,1.0,234724,519304,129755,106217
70,5.1,0.3,0.4,1.0,240915,473618,137095,138372
71,4.8,0.3,0.4,1.0,214152,501708,145370,128770
72,4.3,0.3,0.4,1.0,267108,474577,117367,130948
73,7.9,0.3,0.4,1.0,298267,430892,107144,153697
74,9.2,0.3,0.4,1.0,221727,523037,145231,100005
75,7.9,0.3,0.4,1.0,251676,507062,122360,108902
76,9.4,0.3,0.4,1.0,189832,538265,164127,97776
77,6.0,0.3,0.4,1.0,250483,483945,129821,125751
78,3.2,0.3,0.4,1.0,237095,505530,134359,113016
79,5.1,0.3,0.4,1.0,226953,514002,135485,113560
80,2.1,0.3,0.4,1.0,215458,523082,150796,100664
81,6.0,0.3,0.4,1.0,223099,491376,146171,129354
82,5.9,0.3,0.4,1.0,255925,461670,128508,143897
83,8.3,0.3,0.4,1.0,249282,474281,130132,136305
84,4.3,0.3,0.4,1.0,253068,435576,140159,161197
85,6.0,0.3,0.4,1.0,226185,507009,145122,111684
86,8.1,0.3,0.4,1.0,234420,512753,131571,111256
87,6.2,0.3,0.4,1.0,260900,499804,116114,113182
88,1.6,0.3,0.4,1.0,262762,473111,119836,134291
89,0.9,0.3,0.4,1.0,250284,469688,123500,146528
90,5.3,0.3,0.4,1.0,300451,445483,103086,140980
91,4.9,0.3,0.4,1.0,253039,478829,128468,129664
92,0.6,0.3,0.4,1.0,285469,457978,112267,134286
93,3.4,0.3,0.4,1.0,226074,517800,138301,107825
94,0.6,0.3,0.4,1.0,215927,526621,144787,102665
95,2.9,0.3,0.4,1.0,241872,492666,138097,117365
96,3.7,0.3,0.4,1.0,243750,510195,134954,101101
97,8.1,0.3,0.4,1.0,255086,458532,134272,142110
98,4.3,0.3,0.4,1.0,276872,442858,115836,154434
99,2.7,0.3,0.4,1.0,265595,478183,114053,132169
