,m,d,r,w,P,R,S,T
0,7.6,0.3,0.4,1.0,342424,364952,156161,126463
1,1.2,0.3,0.4,1.0,370236,324381,140027,155356
2,7.0,0.3,0.4,1.0,431176,302334,107722,148768
3,6.1,0.3,0.4,1.0,380500,318003,141475,150022
4,6.5,0.3,0.4,1.0,358212,348286,146901,136601
5,8.6,0.3,0.4,1.0,423389,285558,111916,169137
6,3.6,0.3,0.4,1.0,431197,277843,115245,165715
7,8.6,0.3,0.4,1.0,362270,341299,153686,132745
8,2.6,0.3,0.4,1.0,415484,300749,123238,150529
9,9.6,0.3,0.4,1.0,443594,282107,103155,161144
10,8.7,0.3,0.4,1.0,346859,346449,168158,128534
11,5.5,0.3,0.4,1.0,430606,265460,117794,176140
12,0.2,0.3,0.4,1.0,371533,337956,147103,133408
13,6.6,0.3,0.4,1.0,338120,372412,160162,119306
14,4.8,0.3,0.4,1.0,356893,328243,165640,139224
15,6.3,0.3,0.4,1.0,443477,275524,104319,166680
16,8.3,0.3,0.4,1.0,400416,327635,136103,125846
17,1.7,0.3,0.4,1.0,386307,333617,131475,138601
18,2.3,0.3,0.4,1.0,464628,246895,111604,166873
19,2.1,0.3,0.4,1.0,392073,325412,133596,138919
20,0.2,0.3,0.4,1.0,431391,269161,107454,181994
21,7.4,0.3,0.4,1.0,373007,344545,140845,131603
22,1.3,0.3,0.4,1.0,407024,314574,131583,136819
23,8.1,0.3,0.4,1.0,360512,341452,158725,129311
24,8.5,0.3,0.4,1.0,358234,331723,161945,138098
25,5.5,0.3,0.4,1.0,345664,338100,167459,138777
26,8.6,0.3,0.4,1.0,435147,278485,113605,162763
27,9.1,0.3,0.4,1.0,434017,292498,107453,156032
28,3.4,0.3,0.4,1.0,359944,336328,165026,128702
29,4.1,0.3,0.4,1.0,422523,291243,124876,151358
30,2.1,0.3,0.4,1.0,419187,280130,138129,152554
31,7.1,0.3,0.4,1.0,394717,302907,141063,151313
32,7.7,0.3,0.4,1.0,404141,316053,125075,144731
33,2.3,0.3,0.4,1.0,340231,369697,162081,117991
34,2.9,0.3,0.4,1.0,358741,336151,154519,140589
35,2.0,0.3,0.4,1.0,345552,368038,155347,121063
36,5.0,0.3,0.4,1.0,327194,363015,182434,117357
37,6.6,0.3,0.4,1.0,394441,308779,144889,141891
38,5.2,0.3,0.4,1.0,351654,360831,159316,118199
39,5.2,0.3,0.4,1.0,403832,295217,130867,160084
40,0.3,0.3,0.4,1.0,338982,361353,167475,122190
41,3.3,0.3,0.4,1.0,359891,349106,151097,129906
42,6.1,0.3,0.4,1.0,400988,314531,130856,143625
43,0.7,0.3,0.4,1.0,371692,327058,152167,139083
44,6.5,0.3,0.4,1.0,367470,358302,136771,127457
45,2.1,0.3,0.4,1.0,363718,349606,147588,129088
46,5.0,0.3,0.4,1.0,363115,362476,145856,118553
47,2.2,0.3,0.4,1.0,404022,312114,117444,156420
48,9.6,0.3,0.4,1.0,398327,304541,127749,159383
49,8.6,0.3,0.4,1.0,370027,340457,153160,126356
50,2.5,0.3,0.4,1.0,388325,302322,153042,146311
51,3.1,0.3,0.4,1.0,424169,292766,125791,147274
52,2.1,0.3,0.4,1.0,371070,323073,156427,139430
53,2.3,0.3,0.4,1.0,403462,312804,124684,149050
54,2.5,0.3,0.4,1.0,365901,342077,142576,139446
55,6.0,0.3,0.4,1.0,333953,374237,168709,113101
56,7.2,0.3,0.4,1.0,352715,359888,155202,122195
57,1.6,0.3,0.4,1.0,338581,379736,159917,111766
58,1.5,0.3,0.4,1.0,340123,364704,155315,129858
59,9.5,0.3,0.4,1.0,380808,326852,145737,136603
60,4.7,0.3,0.4,1.0,255546,427610,208633,98211
61,9.0,0.3,0.4,1.0,424410,306065,105749,153776
62,8.3,0.3,0.4,1.0,357339,340943,164037,127681
63,4.1,0.3,0.4,1.0,374094,346172,129170,140564
64,3.2,0.3,0.4,1.0,346950,351690,168146,123214
65,3.4,0.3,0.4,1.0,343831,341493,161575,143101
66,8.1,0.3,0.4,1.0,345534,352759,164833,126874
67,3.2,0.3,0.4,1.0,377384,348665,140852,123099
68,5.8,0.3,0.4,1.0,368717,335626,155662,129995
69,1.5,0.3,0.4,1.0,411880,303454,124558,150108
70,9.5,0.3,0.4,1.0,365745,359882,140105,124268
71,3.5,0.3,0.4,1.0,379768,322079,142179,145974
72,1.1,0.3,0.4,1.0,368243,315553,156019,150185
73,7.0,0.3,0.4,1.0,361474,360648,148324,119554
74,8.4,0.3,0.4,1.0,359986,335027,154884,140103
75,9.7,0.3,0.4,1.0,394182,306861,137501,151456
76,5.9,0.3,0.4,1.0,353722,358515,151468,126295
77,0.8,0.3,0.4,1.0,387983,336884,123513,141620
78,1.7,0.3,0.4,1.0,398743,303906,125243,162108
79,0.9,0.3,0.4,1.0,429910,292453,117193,150444
80,8.8,0.3,0.4,1.0,326517,385538,162475,115470
81,3.1,0.3,0.4,1.0,354574,361024,140965,133437
82,8.9,0.3,0.4,1.0,374418,324946,136052,154584
83,4.0,0.3,0.4,1.0,388601,319275,149847,132277
84,10.0,0.3,0.4,1.0,441409,272411,111867,164313
85,9.4,0.3,0.4,1.0,474516,222813,100421,192250
86,4.6,0.3,0.4,1.0,382918,332357,143791,130934
87,4.1,0.3,0.4,1.0,395938,324935,126379,142748
88,3.1,0.3,0.4,1.0,394289,329220,121464,145027
89,9.7,0.3,0.4,1.0,440157,269690,109916,170237
90,2.8,0.3,0.4,1.0,413425,308032,124330,144213
91,4.8,0.3,0.4,1.0,403871,309223,131393,145513
92,7.7,0.3,0.4,1.0,324282,377357,179103,109258
93,2.4,0.3,0.4,1.0,396455,328706,121061,143778
94,2.2,0.3,0.4,1.0,385372,323302,135228,146098
95,9.2,0.3,0.4,1.0,347449,368299,153473,120779
96,2.5,0.3,0.4,1.0,462921,264098,93891,169090
97,7.7,0.3,0.4,1.0,394027,320939,129114,145920
98,3.2,0.3,0.4,1.0,341414,343775,166310,138501
99,4.3,0.3,0.4,1.0,402822,325808,125152,136218
