,m,d,r,w,P,R,S,T
0,6.1,0.3,0.4,1.0,177429,606573,112847,93151
1,0.6,0.3,0.4,1.0,258162,512635,91841,127362
2,4.4,0.3,0.4,1.0,235655,512421,105340,136584
3,2.3,0.3,0.4,1.0,169983,591493,138227,90297
4,3.6,0.3,0.4,1.0,220487,532750,114247,122516
5,2.6,0.3,0.4,1.0,231754,520247,112389,125610
6,9.8,0.3,0.4,1.0,176507,590938,122758,99797
7,2.6,0.3,0.4,1.0,217618,539323,109895,123164
8,5.5,0.3,0.4,1.0,192605,574332,112771,110292
9,8.5,0.3,0.4,1.0,213829,556403,106605,113163
10,3.9,0.3,0.4,1.0,232351,531166,110250,116233
11,1.7,0.3,0.4,1.0,180755,605940,114242,89063
12,1.7,0.3,0.4,1.0,231878,521812,109224,127086
13,6.6,0.3,0.4,1.0,175292,586655,129783,98270
14,9.0,0.3,0.4,1.0,237213,528989,101181,122617
15,1.5,0.3,0.4,1.0,220346,522249,121257,126148
16,5.3,0.3,0.4,1.0,183360,574555,123061,109024
17,9.5,0.3,0.4,1.0,222447,527160,112112,128281
18,6.9,0.3,0.4,1.0,240865,504338,111680,133117
19,5.9,0.3,0.4,1.0,196916,572862,112789,107433
20,2.7,0.3,0.4,1.0,232709,528428,96974,131889
21,1.5,0.3,0.4,1.0,249911,484533,116443,139113
22,5.5,0.3,0.4,1.0,257095,486272,97384,149249
23,1.7,0.3,0.4,1.0,162527,603067,134217,90189
24,4.6,0.3,0.4,1.0,227825,527899,104260,130016
25,7.7,0.3,0.4,1.0,227410,516724,116893,128973
26,4.9,0.3,0.4,1.0,209527,547234,114051,119188
27,5.3,0.3,0.4,1.0,223640,547058,111672,107630
28,2.0,0.3,0.4,1.0,167056,606634,122999,93311
29,0.3,0.3,0.4,1.0,207987,529539,132636,119838
30,9.6,0.3,0.4,1.0,183848,567655,131338,107159
31,9.1,0.3,0.4,1.0,180628,593000,122900,93472
32,6.5,0.3,0.4,1.0,193570,580174,114764,101492
33,6.5,0.3,0.4,1.0,206687,562961,109436,110916
34,8.5,0.3,0.4,1.0,196638,556382,116699,120281
35,8.1,0.3,0.4,1.0,219252,532740,118167,119841
36,8.3,0.3,0.4,1.0,202869,562876,114199,110056
37,1.3,0.3,0.4,1.0,214566,548773,109950,116711
38,9.8,0.3,0.4,1.0,236253,516382,110006,127359
39,8.6,0.3,0.4,1.0,235384,515821,113774,125021
40,5.9,0.3,0.4,1.0,207369,554369,109732,118530
41,3.1,0.3,0.4,1.0,193270,561039,126869,108822
42,6.8,0.3,0.4,1.0,249875,494915,101130,144080
43,3.6,0.3,0.4,1.0,220360,528963,109718,130959
44,4.6,0.3,0.4,1.0,179952,588609,126100,95339
45,8.7,0.3,0.4,1.0,207613,554662,116732,110993
46,8.5,0.3,0.4,1.0,159387,618371,131927,80315
47,1.0,0.3,0.4,1.0,206375,559187,114748,109690
48,6.9,0.3,0.4,1.0,151741,621697,131197,85365
49,3.2,0.3,0.4,1.0,202939,565112,113607,108342
50,8.1,0.3,0.4,1.0,202710,564718,115487,107085
51,1.0,0.3,0.4,1.0,198590,538036,130029,123345
52,3.7,0.3,0.4,1.0,230062,501169,121966,136803
53,3.0,0.3,0.4,1.0,229567,517366,108459,134608
54,7.2,0.3,0.4,1.0,200627,546454,127760,115159
55,7.5,0.3,0.4,1.0,196203,561782,116966,115049
56,5.8,0.3,0.4,1.0,182917,588271,123933,94879
57,5.4,0.3,0.4,1.0,214904,557779,110232,107085
58,6.7,0.3,0.4,1.0,213034,557306,112109,107551
59,5.1,0.3,0.4,1.0,247808,496432,109340,136420
60,7.3,0.3,0.4,1.0,190595,570350,125595,103460
61,5.7,0.3,0.4,1.0,208795,553780,109737,117688
62,2.6,0.3,0.4,1.0,170159,576179,134538,109124
63,2.9,0.3,0.4,1.0,180233,577070,122188,110509
64,7.7,0.3,0.4,1.0,214745,551263,109541,114451
65,9.5,0.3,0.4,1.0,165122,606419,120553,97906
66,0.3,0.3,0.4,1.0,186002,569385,126509,108104
67,9.5,0.3,0.4,1.0,233698,503133,122080,131089
68,6.4,0.3,0.4,1.0,203844,565504,111664,108988
69,2.2,0.3,0.4,1.0,241529,512344,112084,124043
70,2.3,0.3,0.4,1.0,222237,542491,111517,113755
71,8.1,0.3,0.4,1.0,212549,551997,111936,113518
72,9.5,0.3,0.4,1.0,238644,517370,107500,126486
73,6.0,0.3,0.4,1.0,213545,545054,112518,118883
74,9.0,0.3,0.4,1.0,188532,569772,133081,98615
75,4.6,0.3,0.4,1.0,231151,516337,107973,134539
76,4.4,0.3,0.4,1.0,194776,556002,117233,121989
77,5.5,0.3,0.4,1.0,222136,534625,110482,122757
78,3.5,0.3,0.4,1.0,207024,553378,118777,110821
79,2.7,0.3,0.4,1.0,188999,578852,122761,99388
80,6.2,0.3,0.4,1.0,198043,563723,123502,104732
81,9.8,0.3,0.4,1.0,216117,530707,114342,128834
82,2.4,0.3,0.4,1.0,235560,514172,116704,123564
83,7.4,0.3,0.4,1.0,217851,533937,105216,132996
84,3.9,0.3,0.4,1.0,153615,614039,137438,84908
85,8.6,0.3,0.4,1.0,201100,562682,114977,111241
86,6.8,0.3,0.4,1.0,231752,521361,109755,127132
87,1.5,0.3,0.4,1.0,176590,610813,112398,90199
88,2.0,0.3,0.4,1.0,207512,549108,112680,120700
89,6.1,0.3,0.4,1.0,211567,546725,120346,111362
90,4.8,0.3,0.4,1.0,212240,554326,113531,109903
91,8.9,0.3,0.4,1.0,189453,565434,127869,107244
92,7.5,0.3,0.4,1.0,225432,525641,114329,124598
93,6.9,0.3,0.4,1.0,205361,574404,107214,103021
94,7.9,0.3,0.4,1.0,214325,531992,119551,124132
95,5.8,0.3,0.4,1.0,281243,464757,89377,154623
96,7.7,0.3,0.4,1.0,193647,563301,125739,107313
97,7.9,0.3,0.4,1.0,258909,489173,102940,138978
98,1.5,0.3,0.4,1.0,238125,525246,102011,124618
99,5.3,0.3,0.4,1.0,235220,525512,99661,129607
