,defect,tit_for_tat,generous_tit_for_tat,cooperate
0,23,26,25,26
1,22,27,25,26
2,22,27,25,26
3,23,27,25,25
4,23,27,24,26
5,22,27,25,26
6,22,28,24,26
7,22,29,24,25
8,22,28,24,26
9,22,29,24,25
10,22,29,25,24
11,22,30,24,24
12,22,30,24,24
13,21,31,24,24
14,21,31,24,24
15,20,31,24,25
16,20,32,24,24
17,20,32,24,24
18,21,32,23,24
19,21,33,22,24
20,22,33,21,24
21,22,34,20,24
22,22,35,20,23
23,21,35,21,23
24,22,35,21,22
25,22,35,20,23
26,22,35,20,23
27,21,36,20,23
28,21,36,20,23
29,20,36,20,24
30,20,37,19,24
31,20,37,19,24
32,21,36,19,24
33,21,36,19,24
34,21,36,19,24
35,22,36,18,24
36,22,37,18,23
37,21,38,18,23
38,20,39,18,23
39,20,39,18,23
40,21,39,17,23
41,21,39,17,23
42,21,40,16,23
43,22,40,16,22
44,22,40,16,22
45,22,40,16,22
46,22,39,17,22
47,23,39,16,22
48,22,39,16,23
49,22,39,16,23
50,22,39,16,23
51,22,39,16,23
52,22,39,16,23
53,22,38,16,24
54,22,38,16,24
55,21,39,16,24
56,21,39,16,24
57,22,39,16,23
58,22,39,15,24
59,22,39,15,24
60,23,38,15,24
61,23,37,15,25
62,23,37,14,26
63,24,36,14,26
64,24,36,14,26
65,24,36,14,26
66,24,36,14,26
67,23,36,14,27
68,23,37,14,26
69,23,37,14,26
70,23,38,14,25
71,23,38,14,25
72,23,38,13,26
73,23,39,13,25
74,23,39,13,25
75,23,40,13,24
76,23,40,14,23
77,23,40,14,23
78,22,40,14,24
79,23,39,14,24
80,24,39,13,24
81,24,39,13,24
82,24,40,12,24
83,23,40,12,25
84,23,41,12,24
85,23,41,12,24
86,23,41,12,24
87,23,41,12,24
88,22,41,12,25
89,21,41,12,26
90,21,41,12,26
91,21,40,13,26
92,21,40,13,26
93,21,40,13,26
94,22,39,13,26
95,22,40,12,26
96,21,40,12,27
97,22,39,12,27
98,21,40,12,27
99,21,40,12,27
100,21,40,12,27
101,21,39,12,28
102,21,39,12,28
103,21,39,12,28
104,21,39,12,28
105,21,39,12,28
106,21,39,12,28
107,21,40,11,28
108,22,39,11,28
109,22,40,11,27
110,22,41,10,27
111,23,41,10,26
112,23,40,10,27
113,23,40,10,27
114,24,39,10,27
115,23,39,10,28
116,23,39,10,28
117,23,39,10,28
118,23,39,9,29
119,24,39,9,28
120,24,39,9,28
121,25,39,9,27
122,25,38,10,27
123,26,38,10,26
124,26,37,10,27
125,26,37,10,27
126,27,36,10,27
127,26,36,10,28
128,26,37,10,27
129,26,37,10,27
130,27,36,10,27
131,27,36,10,27
132,27,36,10,27
133,27,36,10,27
134,28,36,10,26
135,29,35,10,26
136,29,35,9,27
137,30,34,9,27
138,30,34,9,27
139,30,33,10,27
140,30,32,11,27
141,29,32,11,28
142,30,32,11,27
143,29,33,11,27
144,28,33,11,28
145,29,32,11,28
146,29,32,12,27
147,30,32,12,26
148,29,32,12,27
149,29,31,12,28
150,28,32,12,28
151,28,32,12,28
152,29,32,12,27
153,29,32,13,26
154,28,33,13,26
155,28,33,14,25
156,28,33,14,25
157,28,32,14,26
158,28,31,15,26
159,28,31,15,26
160,29,31,14,26
161,29,32,13,26
162,28,32,13,27
163,28,31,13,28
164,28,31,13,28
165,28,31,13,28
166,29,31,12,28
167,29,32,12,27
168,28,33,12,27
169,29,32,12,27
170,30,32,12,26
171,30,32,13,25
172,30,33,13,24
173,30,33,13,24
174,29,33,13,25
175,29,34,13,24
176,29,35,13,23
177,30,34,13,23
178,30,35,13,22
179,29,35,13,23
180,29,35,13,23
181,29,35,13,23
182,29,35,12,24
183,28,35,12,25
184,28,36,12,24
185,28,36,12,24
186,29,36,12,23
187,29,36,12,23
188,30,36,12,22
189,31,36,12,21
190,32,36,11,21
191,33,35,11,21
192,34,35,10,21
193,34,35,10,21
194,34,34,10,22
195,35,33,10,22
196,36,32,10,22
197,36,33,10,21
198,35,33,10,22
199,35,33,9,23
200,34,33,9,24
201,34,34,9,23
202,33,35,9,23
203,34,35,9,22
204,34,34,9,23
205,34,34,9,23
206,34,34,9,23
207,33,35,9,23
208,33,34,10,23
209,33,34,10,23
210,33,35,10,22
211,34,34,10,22
212,34,34,10,22
213,35,33,10,22
214,35,34,9,22
215,35,35,9,21
216,34,36,9,21
217,35,35,9,21
218,35,36,9,20
219,35,37,9,19
220,34,37,10,19
221,34,38,9,19
222,33,39,9,19
223,32,40,9,19
224,31,41,9,19
225,31,41,9,19
226,31,40,10,19
227,30,40,11,19
228,30,40,11,19
229,30,39,11,20
230,29,40,11,20
231,30,39,11,20
232,30,39,11,20
233,29,39,12,20
234,29,39,12,20
235,29,38,13,20
236,30,37,13,20
237,30,36,13,21
238,30,37,13,20
