,m,d,r,w,P,R,S,T
61,7.9,0.3,0.4,1.0,326155,382867,136507,144471
62,6.7,0.3,0.4,1.0,340461,372852,133231,143456
63,5.2,0.3,0.4,1.0,358731,361513,114200,155556
64,7.8,0.3,0.4,1.0,304352,424626,137259,123763
65,5.0,0.3,0.4,1.0,304559,400009,148603,136829
66,4.8,0.3,0.4,1.0,330440,385012,130698,143850
67,7.5,0.3,0.4,1.0,356930,366324,125330,141416
68,1.0,0.3,0.4,1.0,328924,400408,131895,128773
69,6.1,0.3,0.4,1.0,366669,343346,125953,154032
70,9.0,0.3,0.4,1.0,364600,361877,111406,152117
71,8.6,0.3,0.4,1.0,340430,371388,126610,151572
72,1.8,0.3,0.4,1.0,318722,398419,132435,140424
73,3.3,0.3,0.4,1.0,360830,365868,116477,146825
74,5.0,0.3,0.4,1.0,312544,413484,137760,126212
75,8.3,0.3,0.4,1.0,332974,372357,145281,139388
76,6.1,0.3,0.4,1.0,315726,393366,152096,128812
77,5.1,0.3,0.4,1.0,321730,380267,140315,147688
78,5.8,0.3,0.4,1.0,336498,381170,139756,132576
79,9.6,0.3,0.4,1.0,252546,452380,181730,103344
80,4.6,0.3,0.4,1.0,351664,349560,143375,145401
81,1.5,0.3,0.4,1.0,298973,403010,154531,133486
82,2.3,0.3,0.4,1.0,322780,384419,153316,129485
83,7.6,0.3,0.4,1.0,358944,358776,120014,152266
84,0.4,0.3,0.4,1.0,352410,359119,128640,149831
85,6.1,0.3,0.4,1.0,321759,394893,144424,128924
86,9.2,0.3,0.4,1.0,332721,391155,128898,137226
87,2.8,0.3,0.4,1.0,291910,405500,149685,142905
88,8.4,0.3,0.4,1.0,299688,415789,147615,126908
89,5.2,0.3,0.4,1.0,350710,362480,140766,136044
90,4.7,0.3,0.4,1.0,376486,344519,117960,151035
91,2.4,0.3,0.4,1.0,315570,392763,154307,127360
92,6.0,0.3,0.4,1.0,315691,405170,132163,136976
93,3.1,0.3,0.4,1.0,321042,400091,135676,133191
94,9.8,0.3,0.4,1.0,337494,381800,133984,136722
95,7.6,0.3,0.4,1.0,382382,329524,127442,150652
96,4.6,0.3,0.4,1.0,311473,409783,149009,119735
97,2.4,0.3,0.4,1.0,369127,364114,116012,140747
98,4.4,0.3,0.4,1.0,361392,349511,135622,143475
99,1.3,0.3,0.4,1.0,370811,360017,124578,134594
