,m,d,r,w,P,R,S,T
0,3.9,0.3,0.4,1.0,349652,372811,130543,136994
1,6.6,0.3,0.4,1.0,316266,404256,142333,127145
2,5.5,0.3,0.4,1.0,346264,377711,118164,147861
3,6.2,0.3,0.4,1.0,378962,333002,127789,150247
4,3.5,0.3,0.4,1.0,321197,384790,146161,137852
5,7.9,0.3,0.4,1.0,297992,436221,141782,114005
6,6.9,0.3,0.4,1.0,360552,355982,136259,137207
7,1.5,0.3,0.4,1.0,323565,383976,137810,144649
8,0.4,0.3,0.4,1.0,271188,453289,148136,117387
9,7.3,0.3,0.4,1.0,288907,427266,158175,115652
10,8.1,0.3,0.4,1.0,336151,367256,145731,140862
11,5.5,0.3,0.4,1.0,329999,386388,137376,136237
12,2.6,0.3,0.4,1.0,368920,340857,132456,147767
13,4.1,0.3,0.4,1.0,331518,375671,139509,143302
14,8.2,0.3,0.4,1.0,285974,427369,153418,123239
15,3.8,0.3,0.4,1.0,359746,354858,140965,134431
16,5.5,0.3,0.4,1.0,319743,393375,143668,133214
17,3.3,0.3,0.4,1.0,323862,381631,137072,147435
18,2.3,0.3,0.4,1.0,290633,415629,170437,113301
19,3.0,0.3,0.4,1.0,318634,396540,137356,137470
20,1.8,0.3,0.4,1.0,272096,423546,167470,126888
21,7.2,0.3,0.4,1.0,328031,383588,131842,146539
22,4.4,0.3,0.4,1.0,279091,427417,151085,132407
23,1.3,0.3,0.4,1.0,370817,342336,111583,165264
24,7.0,0.3,0.4,1.0,336311,393451,138513,121725
25,7.6,0.3,0.4,1.0,321068,388629,137552,142751
26,1.9,0.3,0.4,1.0,365530,349792,125676,149002
27,4.9,0.3,0.4,1.0,285910,413580,160425,130085
28,6.4,0.3,0.4,1.0,302467,400986,142380,144167
29,5.7,0.3,0.4,1.0,327992,394429,129074,138505
30,4.4,0.3,0.4,1.0,338643,378322,135822,137213
31,4.6,0.3,0.4,1.0,361250,361253,122752,144745
32,4.6,0.3,0.4,1.0,290901,430417,139690,128992
33,5.0,0.3,0.4,1.0,266848,447144,155787,120221
34,6.4,0.3,0.4,1.0,254764,454123,166014,115099
35,6.3,0.3,0.4,1.0,350356,360302,126803,152539
36,4.5,0.3,0.4,1.0,324720,368446,143417,153417
37,4.2,0.3,0.4,1.0,332337,386069,131075,140519
38,0.4,0.3,0.4,1.0,331392,381227,137953,139428
39,0.7,0.3,0.4,1.0,315735,414939,125502,133824
40,5.0,0.3,0.4,1.0,278628,436442,152494,122436
41,6.3,0.3,0.4,1.0,329273,401098,128970,130659
42,6.6,0.3,0.4,1.0,312873,409342,140628,127157
43,8.6,0.3,0.4,1.0,310565,411201,139686,128548
44,0.8,0.3,0.4,1.0,349180,362910,125632,152278
45,1.6,0.3,0.4,1.0,370211,348435,131689,139665
46,7.4,0.3,0.4,1.0,325781,397333,138580,128306
47,4.7,0.3,0.4,1.0,270903,441208,156509,121380
48,1.4,0.3,0.4,1.0,312047,388084,158363,131506
49,3.5,0.3,0.4,1.0,374757,356635,122402,136206
50,6.9,0.3,0.4,1.0,314713,384531,147175,143581
51,9.5,0.3,0.4,1.0,360653,368759,116217,144371
52,5.5,0.3,0.4,1.0,318381,387929,135865,147825
53,5.6,0.3,0.4,1.0,346952,356512,137549,148987
54,2.6,0.3,0.4,1.0,377688,354967,104684,152661
55,3.2,0.3,0.4,1.0,384452,345839,120830,138879
56,4.5,0.3,0.4,1.0,374246,354930,111344,149480
57,4.7,0.3,0.4,1.0,342085,363548,134363,150004
58,1.2,0.3,0.4,1.0,292190,424329,159240,114241
59,1.3,0.3,0.4,1.0,330367,383009,142864,133760
60,8.0,0.3,0.4,1.0,342089,387381,116958,143572
