,m,d,r,w,P,R,S,T
0,7.8,0.3,0.4,1.0,417989,323216,99040,149755
1,8.4,0.3,0.4,1.0,413712,296934,105487,173867
2,4.2,0.3,0.4,1.0,386904,314674,137937,150485
3,2.2,0.3,0.4,1.0,340670,394219,135613,119498
4,8.0,0.3,0.4,1.0,337074,382207,139140,131579
5,9.5,0.3,0.4,1.0,408015,319570,107394,155021
6,6.3,0.3,0.4,1.0,329803,391060,141329,127808
7,7.7,0.3,0.4,1.0,278124,441920,168621,101335
8,8.9,0.3,0.4,1.0,295768,424464,157800,111968
9,7.4,0.3,0.4,1.0,385067,343290,110771,150872
10,4.2,0.3,0.4,1.0,380791,342616,122857,143736
11,2.7,0.3,0.4,1.0,331767,372783,145526,139924
12,6.2,0.3,0.4,1.0,277342,448235,164211,100212
13,0.8,0.3,0.4,1.0,299402,432083,151944,106571
14,4.1,0.3,0.4,1.0,367643,348942,126544,146871
15,3.2,0.3,0.4,1.0,331991,383802,147524,126683
16,5.4,0.3,0.4,1.0,345816,369855,136126,138203
17,7.5,0.3,0.4,1.0,371030,357464,124171,137335
18,7.7,0.3,0.4,1.0,302703,425250,150623,111424
19,5.1,0.3,0.4,1.0,410262,295047,112737,171954
20,2.3,0.3,0.4,1.0,370701,347614,120590,151095
21,6.3,0.3,0.4,1.0,346086,374202,126402,143310
22,1.5,0.3,0.4,1.0,366793,351191,132667,139349
23,4.9,0.3,0.4,1.0,332418,379974,143743,133865
24,9.9,0.3,0.4,1.0,343944,372522,137884,135650
25,5.7,0.3,0.4,1.0,309382,403400,154839,122379
26,6.8,0.3,0.4,1.0,338149,391996,129967,129888
27,5.4,0.3,0.4,1.0,348825,381732,125497,133946
28,5.7,0.3,0.4,1.0,371454,337296,124338,156912
29,4.6,0.3,0.4,1.0,317607,383834,160913,127646
30,3.0,0.3,0.4,1.0,446993,274170,94336,174501
31,8.5,0.3,0.4,1.0,354943,379941,130826,124290
32,5.4,0.3,0.4,1.0,350490,369879,137553,132078
33,9.4,0.3,0.4,1.0,360886,351018,133627,144469
34,5.6,0.3,0.4,1.0,352293,372830,133911,130966
35,5.8,0.3,0.4,1.0,347124,370395,135028,137453
36,4.2,0.3,0.4,1.0,329793,395098,149876,115233
37,2.3,0.3,0.4,1.0,309774,414579,142633,123014
38,8.4,0.3,0.4,1.0,358217,356083,126215,149485
39,0.4,0.3,0.4,1.0,357790,369329,132581,130300
40,5.1,0.3,0.4,1.0,348447,388983,128904,123666
41,2.3,0.3,0.4,1.0,342042,373147,142028,132783
42,5.3,0.3,0.4,1.0,332420,384776,139567,133237
43,2.4,0.3,0.4,1.0,384659,342862,115874,146605
44,5.1,0.3,0.4,1.0,336566,391417,135333,126684
45,2.9,0.3,0.4,1.0,309461,404144,156370,120025
46,6.7,0.3,0.4,1.0,325598,386321,150991,127090
47,9.1,0.3,0.4,1.0,359727,355793,132216,142264
48,8.4,0.3,0.4,1.0,351540,370116,126729,141615
49,4.8,0.3,0.4,1.0,356783,376577,132077,124563
50,4.6,0.3,0.4,1.0,375445,369865,111130,133560
51,5.3,0.3,0.4,1.0,275566,439381,174570,100483
52,5.9,0.3,0.4,1.0,311236,400070,152293,126401
53,6.9,0.3,0.4,1.0,371744,353336,117520,147400
54,2.4,0.3,0.4,1.0,397437,330697,105446,156420
55,2.1,0.3,0.4,1.0,336188,385661,142842,125309
56,0.3,0.3,0.4,1.0,351144,367123,132827,138906
57,5.2,0.3,0.4,1.0,361237,351813,136065,140885
58,1.1,0.3,0.4,1.0,384506,340685,115592,149217
59,4.3,0.3,0.4,1.0,277627,453394,156414,102565
60,6.4,0.3,0.4,1.0,292806,440974,148233,107987
61,2.7,0.3,0.4,1.0,344022,373724,135471,136783
62,4.9,0.3,0.4,1.0,308923,410429,151665,118983
63,5.8,0.3,0.4,1.0,435575,296153,92360,165912
64,8.0,0.3,0.4,1.0,354797,378511,121262,135430
65,1.7,0.3,0.4,1.0,364736,365600,125229,134435
66,3.1,0.3,0.4,1.0,333594,398984,133231,124191
67,4.4,0.3,0.4,1.0,310048,416421,152650,110881
68,9.2,0.3,0.4,1.0,285604,438049,162900,103447
69,7.2,0.3,0.4,1.0,396486,335487,112899,145128
70,4.3,0.3,0.4,1.0,344368,373276,135080,137276
71,3.4,0.3,0.4,1.0,308812,406643,158537,116008
72,7.4,0.3,0.4,1.0,356235,357997,129225,146543
73,9.4,0.3,0.4,1.0,348839,369463,136267,135431
74,3.0,0.3,0.4,1.0,233266,480684,186213,89837
75,0.3,0.3,0.4,1.0,366607,363482,116486,143425
76,1.9,0.3,0.4,1.0,331907,396994,137518,123581
77,5.8,0.3,0.4,1.0,299956,409748,154079,126217
78,0.8,0.3,0.4,1.0,349702,383812,123348,133138
79,7.1,0.3,0.4,1.0,330662,386046,151232,122060
80,5.1,0.3,0.4,1.0,388126,336393,106156,159325
81,5.8,0.3,0.4,1.0,309804,401069,153287,125840
82,8.9,0.3,0.4,1.0,314964,405337,144981,124718
83,7.4,0.3,0.4,1.0,385319,337103,116636,150942
84,1.8,0.3,0.4,1.0,325134,388700,147462,128704
85,4.4,0.3,0.4,1.0,331779,385083,139361,133777
86,5.4,0.3,0.4,1.0,386201,354807,107116,141876
87,6.1,0.3,0.4,1.0,368109,354566,115446,151879
88,6.8,0.3,0.4,1.0,364303,351508,128733,145456
89,6.4,0.3,0.4,1.0,344640,368410,133817,143133
90,8.9,0.3,0.4,1.0,324999,398111,152179,114711
91,4.8,0.3,0.4,1.0,367860,363358,115579,143203
92,7.6,0.3,0.4,1.0,404806,330828,104541,149825
93,6.6,0.3,0.4,1.0,367207,342429,127665,152699
94,0.7,0.3,0.4,1.0,370764,371457,111295,136484
95,5.8,0.3,0.4,1.0,365408,354975,130219,139398
96,0.9,0.3,0.4,1.0,345008,378848,132849,133295
97,6.3,0.3,0.4,1.0,416777,310653,98344,164226
98,1.4,0.3,0.4,1.0,324002,381355,149936,134707
