,m,d,r,w,P,R,S,T
0,2.3,0.3,0.4,1.0,275264,464897,128380,121459
1,7.4,0.3,0.4,1.0,259107,486927,121893,122073
2,8.1,0.3,0.4,1.0,265331,469679,126992,127998
3,4.8,0.3,0.4,1.0,275003,457515,123925,133557
4,8.3,0.3,0.4,1.0,304651,417203,123046,145100
5,8.5,0.3,0.4,1.0,244843,497799,134959,112399
6,6.1,0.3,0.4,1.0,242491,500222,129261,118026
7,2.6,0.3,0.4,1.0,292698,441604,120020,135678
8,5.2,0.3,0.4,1.0,323864,390400,115221,160515
9,0.4,0.3,0.4,1.0,283482,452917,124723,128878
10,8.7,0.3,0.4,1.0,315174,430155,118296,126375
11,4.0,0.3,0.4,1.0,298481,437896,121107,132516
12,9.7,0.3,0.4,1.0,330298,393488,113740,152474
13,0.4,0.3,0.4,1.0,265944,470506,126178,127372
14,1.4,0.3,0.4,1.0,256371,492394,129300,111935
15,5.6,0.3,0.4,1.0,289266,441003,119544,140187
16,1.6,0.3,0.4,1.0,276772,482189,117133,113906
17,10.0,0.3,0.4,1.0,310912,423589,119832,135667
18,4.5,0.3,0.4,1.0,290874,442181,124975,131970
19,6.3,0.3,0.4,1.0,313613,436084,112599,127704
20,3.3,0.3,0.4,1.0,226293,519436,133908,110363
21,4.4,0.3,0.4,1.0,274985,458482,122972,133561
22,1.7,0.3,0.4,1.0,266041,474065,129935,119959
23,4.5,0.3,0.4,1.0,291493,443152,119084,136271
24,2.9,0.3,0.4,1.0,327305,399945,117634,145116
25,9.8,0.3,0.4,1.0,262460,486420,123055,118065
26,9.0,0.3,0.4,1.0,217994,529659,138194,104153
27,1.6,0.3,0.4,1.0,245744,493469,139396,111391
28,9.5,0.3,0.4,1.0,246375,494416,134594,114615
29,8.6,0.3,0.4,1.0,281825,459273,122374,126528
30,9.1,0.3,0.4,1.0,249364,458909,142733,138994
31,5.7,0.3,0.4,1.0,231883,502504,139979,115634
32,6.6,0.3,0.4,1.0,294670,450228,117490,127612
33,8.4,0.3,0.4,1.0,283373,450229,111914,144484
34,5.6,0.3,0.4,1.0,229263,500710,138954,121073
35,8.3,0.3,0.4,1.0,237878,511252,128938,111932
36,4.0,0.3,0.4,1.0,292098,461698,116267,119937
37,5.0,0.3,0.4,1.0,251864,484289,138012,115835
38,6.0,0.3,0.4,1.0,269601,474664,127857,117878
39,5.3,0.3,0.4,1.0,313611,421836,116755,137798
40,2.8,0.3,0.4,1.0,306543,431682,109646,142129
41,0.9,0.3,0.4,1.0,283749,468584,113963,123704
42,5.7,0.3,0.4,1.0,217087,521682,147269,103962
43,9.5,0.3,0.4,1.0,242681,504790,134813,107716
44,9.8,0.3,0.4,1.0,274132,464719,126379,124770
45,6.6,0.3,0.4,1.0,308608,441559,113086,126747
46,6.5,0.3,0.4,1.0,224252,502558,144674,118516
47,7.0,0.3,0.4,1.0,294960,437687,116935,140418
48,1.7,0.3,0.4,1.0,266850,470023,125870,127257
49,5.4,0.3,0.4,1.0,253517,502085,128183,106215
50,5.2,0.3,0.4,1.0,237822,509920,134089,108169
51,6.0,0.3,0.4,1.0,319310,418748,113103,138839
52,2.7,0.3,0.4,1.0,277816,460331,128348,123505
53,0.4,0.3,0.4,1.0,290251,427883,124622,147244
54,8.6,0.3,0.4,1.0,251114,497439,132385,109062
55,7.7,0.3,0.4,1.0,244639,480831,132675,131855
56,3.1,0.3,0.4,1.0,292254,447587,118235,131924
57,6.3,0.3,0.4,1.0,275738,448518,125557,140187
58,1.9,0.3,0.4,1.0,288536,464727,117067,119670
59,6.7,0.3,0.4,1.0,345071,387273,111405,146251
60,7.5,0.3,0.4,1.0,285533,447272,122276,134919
61,6.9,0.3,0.4,1.0,216887,517067,145683,110363
62,0.7,0.3,0.4,1.0,286201,443714,125148,134937
63,6.2,0.3,0.4,1.0,281767,463140,124866,120227
64,9.1,0.3,0.4,1.0,278577,470682,123700,117041
65,6.2,0.3,0.4,1.0,305167,432016,122891,129926
66,0.4,0.3,0.4,1.0,298858,441508,118509,131125
67,3.4,0.3,0.4,1.0,287454,449096,114926,138524
68,6.3,0.3,0.4,1.0,275970,471567,123497,118966
69,5.9,0.3,0.4,1.0,260403,476162,125511,127924
70,6.4,0.3,0.4,1.0,258021,484939,134555,112485
71,5.7,0.3,0.4,1.0,282411,454898,125955,126736
72,2.1,0.3,0.4,1.0,261126,467277,135360,126237
73,3.3,0.3,0.4,1.0,268081,456382,135676,129861
74,7.2,0.3,0.4,1.0,276142,468339,130216,115303
75,5.8,0.3,0.4,1.0,227061,506387,142219,114333
76,2.1,0.3,0.4,1.0,250619,494091,133298,111992
77,2.9,0.3,0.4,1.0,272318,462188,127218,128276
78,7.0,0.3,0.4,1.0,275921,458363,133933,121783
79,2.5,0.3,0.4,1.0,302001,436001,120725,131273
80,9.4,0.3,0.4,1.0,294979,423608,118932,152481
81,8.7,0.3,0.4,1.0,279667,463401,123522,123410
82,9.4,0.3,0.4,1.0,362619,368284,110757,148340
83,7.9,0.3,0.4,1.0,298132,438475,118372,135021
84,3.2,0.3,0.4,1.0,261492,492098,121496,114914
85,4.2,0.3,0.4,1.0,282939,446994,129061,131006
86,1.2,0.3,0.4,1.0,284114,445654,132058,128174
87,9.3,0.3,0.4,1.0,225423,517369,135344,111864
88,7.3,0.3,0.4,1.0,261378,468763,124815,135044
89,8.5,0.3,0.4,1.0,273311,464017,122497,130175
90,1.1,0.3,0.4,1.0,302071,447723,112721,127485
91,0.5,0.3,0.4,1.0,252731,488820,133350,115099
92,2.8,0.3,0.4,1.0,254834,495140,132480,107546
93,7.0,0.3,0.4,1.0,243781,505122,130675,110422
94,6.2,0.3,0.4,1.0,297165,443669,122941,126225
95,9.1,0.3,0.4,1.0,221252,520519,142380,105849
96,9.8,0.3,0.4,1.0,300828,426841,125294,137037
97,5.5,0.3,0.4,1.0,300982,430925,124900,133193
98,5.3,0.3,0.4,1.0,252684,488637,129987,118692
99,7.1,0.3,0.4,1.0,300167,442320,124816,122697
