,m,d,r,w,P,R,S,T
0,3.8,0.3,0.4,1.0,319834,407348,130113,132705
1,6.8,0.3,0.4,1.0,271482,477263,131048,110207
2,6.1,0.3,0.4,1.0,317077,423176,129237,120510
3,4.1,0.3,0.4,1.0,285566,449862,137093,117479
4,4.0,0.3,0.4,1.0,323838,419209,116089,130864
5,4.2,0.3,0.4,1.0,358877,392565,102231,136327
6,7.7,0.3,0.4,1.0,265464,472804,148136,103596
7,9.9,0.3,0.4,1.0,319919,383578,131728,154775
8,8.1,0.3,0.4,1.0,296482,444438,135181,113899
9,6.4,0.3,0.4,1.0,252429,485482,155893,96196
10,3.3,0.3,0.4,1.0,318778,413450,130159,127613
11,2.3,0.3,0.4,1.0,353750,354647,116448,165155
12,9.5,0.3,0.4,1.0,303120,414028,135424,137428
13,4.4,0.3,0.4,1.0,372738,351741,107810,157711
14,5.8,0.3,0.4,1.0,349782,389260,104279,146679
15,2.9,0.3,0.4,1.0,323866,414636,130089,121409
16,1.6,0.3,0.4,1.0,285326,448515,140135,116024
17,6.2,0.3,0.4,1.0,268423,465063,144155,112359
18,0.6,0.3,0.4,1.0,353447,367620,111058,157875
19,8.6,0.3,0.4,1.0,349485,380750,114852,144913
20,6.5,0.3,0.4,1.0,287984,448581,137946,115489
21,8.8,0.3,0.4,1.0,335716,382769,121313,150202
22,0.7,0.3,0.4,1.0,301538,448515,123772,116175
23,6.9,0.3,0.4,1.0,234016,490676,165745,99563
24,0.8,0.3,0.4,1.0,278026,462985,139335,109654
25,6.5,0.3,0.4,1.0,344334,377394,116563,151709
26,5.7,0.3,0.4,1.0,370041,343728,106294,169937
27,4.7,0.3,0.4,1.0,285185,428284,147129,129402
28,0.6,0.3,0.4,1.0,321324,407335,130827,130514
29,2.7,0.3,0.4,1.0,292398,460156,132135,105311
30,4.0,0.3,0.4,1.0,284469,450615,130189,124727
31,2.7,0.3,0.4,1.0,381758,340677,105779,161786
32,4.4,0.3,0.4,1.0,318751,398423,136284,136542
33,3.9,0.3,0.4,1.0,308373,422272,124959,134396
34,3.7,0.3,0.4,1.0,296281,458988,128393,106338
35,7.7,0.3,0.4,1.0,335526,411259,114224,128991
36,4.1,0.3,0.4,1.0,296559,436225,134398,122818
37,6.0,0.3,0.4,1.0,246272,472694,167138,103896
38,2.2,0.3,0.4,1.0,295202,425843,143831,125124
39,5.8,0.3,0.4,1.0,307660,445186,123990,113164
40,7.8,0.3,0.4,1.0,348213,383891,110989,146907
41,2.9,0.3,0.4,1.0,270319,474756,139311,105614
42,7.2,0.3,0.4,1.0,364387,363382,109405,152826
43,5.0,0.3,0.4,1.0,327997,397066,118575,146362
44,8.9,0.3,0.4,1.0,324656,400658,133061,131625
45,6.7,0.3,0.4,1.0,343326,394504,113336,138834
46,1.1,0.3,0.4,1.0,385779,332718,110958,160545
47,7.3,0.3,0.4,1.0,282477,462520,129632,115371
48,6.1,0.3,0.4,1.0,253521,488385,148063,100031
49,1.5,0.3,0.4,1.0,293452,457603,128082,110863
50,9.0,0.3,0.4,1.0,260944,468065,160523,100468
51,1.1,0.3,0.4,1.0,332614,402238,119230,135918
52,2.1,0.3,0.4,1.0,300248,429106,132687,127959
53,9.9,0.3,0.4,1.0,268049,468266,137702,115983
54,7.4,0.3,0.4,1.0,309686,435996,126860,117458
55,0.6,0.3,0.4,1.0,294589,427730,142043,125638
56,2.8,0.3,0.4,1.0,316503,414792,127775,130930
57,7.0,0.3,0.4,1.0,314778,418535,136673,120014
58,1.4,0.3,0.4,1.0,354751,369386,107598,158265
59,1.4,0.3,0.4,1.0,299874,434121,137299,118706
60,2.6,0.3,0.4,1.0,329795,397436,120920,141849
61,2.9,0.3,0.4,1.0,333233,385758,124683,146326
62,0.3,0.3,0.4,1.0,268882,470539,144733,105846
63,1.0,0.3,0.4,1.0,320306,404243,129037,136414
64,3.4,0.3,0.4,1.0,287616,454819,136368,111197
65,3.8,0.3,0.4,1.0,263153,464649,154011,108187
66,6.6,0.3,0.4,1.0,252125,481280,151668,104927
67,1.7,0.3,0.4,1.0,282997,452965,147732,106306
68,2.6,0.3,0.4,1.0,337091,383877,124147,144885
69,9.4,0.3,0.4,1.0,340801,378740,123162,147297
70,2.8,0.3,0.4,1.0,331875,388920,117903,151302
71,4.7,0.3,0.4,1.0,273953,457289,149538,109220
72,7.2,0.3,0.4,1.0,398860,308535,99808,182797
73,5.8,0.3,0.4,1.0,338599,398994,115382,137025
74,0.5,0.3,0.4,1.0,376024,341204,105872,166900
75,6.8,0.3,0.4,1.0,367791,362847,107869,151493
76,5.9,0.3,0.4,1.0,326742,413372,118269,131617
77,6.6,0.3,0.4,1.0,283972,447808,146231,111989
78,5.8,0.3,0.4,1.0,307431,433931,122471,126167
79,0.7,0.3,0.4,1.0,289309,445850,137171,117670
80,5.6,0.3,0.4,1.0,363323,378932,106619,141126
81,5.1,0.3,0.4,1.0,274909,474438,140409,100244
82,6.8,0.3,0.4,1.0,342970,391200,116490,139340
83,8.7,0.3,0.4,1.0,247995,479829,156774,105402
84,2.3,0.3,0.4,1.0,352864,384866,108594,143676
85,4.5,0.3,0.4,1.0,288993,451783,132663,116561
86,1.0,0.3,0.4,1.0,316401,413640,127401,132558
87,9.7,0.3,0.4,1.0,310074,420194,126668,133064
88,2.4,0.3,0.4,1.0,296576,432020,142128,119276
89,4.1,0.3,0.4,1.0,310880,430593,128770,119757
90,3.7,0.3,0.4,1.0,280391,462672,139963,106974
91,9.5,0.3,0.4,1.0,339815,396395,112793,140997
92,5.6,0.3,0.4,1.0,382252,344069,96984,166695
93,5.2,0.3,0.4,1.0,284762,436143,144754,124341
94,2.7,0.3,0.4,1.0,337281,372540,120553,159626
95,6.3,0.3,0.4,1.0,264128,477175,148373,100324
96,6.1,0.3,0.4,1.0,351692,376528,115703,146077
97,1.7,0.3,0.4,1.0,283961,449292,141880,114867
98,0.3,0.3,0.4,1.0,253702,477155,159427,99716
99,1.2,0.3,0.4,1.0,354029,369476,110592,155903
