S.D.,Counts
0.5,265
0.6,231
0.7,224
0.8,207
0.9,210
1.0,185
1.1,161
1.2,154
1.3,131
1.4,127
1.5,109
1.6,82
1.7,68
1.8,59
1.9,50
2.0,36
2.1,36
2.2,25
2.3,20
2.4,13
2.5,7
2.6,6
2.7,3
2.8,3
2.9,2
3.0,0
