S.D.,Counts
0.5,248
0.6,242
0.7,261
0.8,225
0.9,194
1.0,172
1.1,145
1.2,139
1.3,150
1.4,138
1.5,111
1.6,90
1.7,75
1.8,51
1.9,28
2.0,31
2.1,30
2.2,19
2.3,11
2.4,7
2.5,4
2.6,5
2.7,2
2.8,1
2.9,0
3.0,0
