S.D.,Counts
0.5,266
0.6,283
0.7,244
0.8,250
0.9,220
1.0,197
1.1,169
1.2,145
1.3,148
1.4,132
1.5,101
1.6,86
1.7,81
1.8,56
1.9,46
2.0,32
2.1,22
2.2,19
2.3,15
2.4,8
2.5,7
2.6,2
2.7,4
2.8,6
2.9,5
3.0,2
