S.D.,Counts,seed,tournament_type
0.5,238,32,pareto_mdr_max
0.6,217,32,pareto_mdr_max
0.7,199,32,pareto_mdr_max
0.8,196,32,pareto_mdr_max
0.9,194,32,pareto_mdr_max
1,188,32,pareto_mdr_max
1.1,169,32,pareto_mdr_max
1.2,151,32,pareto_mdr_max
1.3,123,32,pareto_mdr_max
1.4,112,32,pareto_mdr_max
1.5,95,32,pareto_mdr_max
1.6,70,32,pareto_mdr_max
1.7,64,32,pareto_mdr_max
1.8,54,32,pareto_mdr_max
1.9,40,32,pareto_mdr_max
2,43,32,pareto_mdr_max
2.1,23,32,pareto_mdr_max
2.2,24,32,pareto_mdr_max
2.3,14,32,pareto_mdr_max
2.4,7,32,pareto_mdr_max
2.5,5,32,pareto_mdr_max
2.6,3,32,pareto_mdr_max
2.7,3,32,pareto_mdr_max
2.8,0,32,pareto_mdr_max
2.9,0,32,pareto_mdr_max
3,0,32,pareto_mdr_max
