S.D.,Counts
0.5,307
0.6,245
0.7,227
0.8,197
0.9,162
1.0,169
1.1,153
1.2,139
1.3,114
1.4,104
1.5,93
1.6,72
1.7,63
1.8,40
1.9,40
2.0,35
2.1,36
2.2,25
2.3,25
2.4,21
2.5,17
2.6,10
2.7,7
2.8,4
2.9,1
3.0,1
