S.D.,Counts
0.5,256
0.6,258
0.7,235
0.8,223
0.9,217
1.0,208
1.1,177
1.2,171
1.3,153
1.4,149
1.5,137
1.6,118
1.7,96
1.8,74
1.9,40
2.0,33
2.1,28
2.2,14
2.3,11
2.4,4
2.5,2
2.6,0
2.7,0
2.8,0
2.9,0
3.0,0
