S.D.,Counts
0.5,216
0.6,225
0.7,219
0.8,186
0.9,170
1.0,177
1.1,187
1.2,166
1.3,150
1.4,138
1.5,97
1.6,67
1.7,51
1.8,48
1.9,34
2.0,21
2.1,17
2.2,18
2.3,15
2.4,13
2.5,10
2.6,7
2.7,2
2.8,1
2.9,0
3.0,0
