,m,d,r,w,P,R,S,T
0,5.0,0.79,0.24,1.0,325984,410426,145700,107890
1,5.0,0.89,0.76,1.0,373615,378989,115166,122230
2,5.0,0.18,0.32,1.0,347053,409683,121988,111276
3,5.0,0.63,0.26,1.0,365229,386826,120003,117942
4,5.0,0.45,0.93,1.0,358191,395612,120730,115467
5,5.0,0.11,0.14,1.0,358669,392368,124367,114596
6,5.0,0.48,0.34,1.0,358463,392361,120463,118713
7,5.0,0.55,0.26,1.0,342815,410721,124640,111824
8,5.0,0.31,0.66,1.0,334575,433324,122224,99877
9,5.0,0.38,0.41,1.0,415802,332527,106520,135151
10,5.0,0.94,0.07,1.0,373236,374710,126023,116031
11,5.0,0.12,0.83,1.0,415372,341912,102935,129781
12,5.0,0.82,0.29,1.0,342199,415183,121593,111025
13,5.0,0.79,0.09,1.0,425832,324728,101294,138146
14,5.0,0.76,0.03,1.0,381001,361980,120471,126548
15,5.0,0.79,0.99,1.0,404744,342492,110790,131974
16,5.0,0.04,0.84,1.0,344214,404756,130098,110932
17,5.0,0.24,0.21,1.0,366950,387020,119918,116112
18,5.0,0.94,0.77,1.0,404556,357617,103968,123859
19,5.0,0.51,0.57,1.0,401734,336510,116100,135656
20,5.0,0.18,0.91,1.0,397611,354405,107121,130863
21,5.0,0.35,0.89,1.0,389614,369256,109181,121949
22,5.0,0.67,0.35,1.0,350689,404179,127246,107886
23,5.0,0.28,0.4,1.0,343307,409854,119969,116870
24,5.0,0.95,0.99,1.0,396078,360073,109946,123903
25,5.0,0.86,0.69,1.0,412936,347726,103660,125678
26,5.0,0.74,0.94,1.0,387705,362436,110517,129342
27,5.0,0.89,0.16,1.0,393154,332844,126892,137110
28,5.0,0.27,0.7,1.0,376250,389113,113685,110952
29,5.0,0.78,0.68,1.0,384264,374037,110375,121324
30,5.0,0.76,0.32,1.0,328138,406486,137082,118294
31,5.0,0.36,0.39,1.0,379520,367709,117230,125541
32,5.0,0.68,0.29,1.0,360829,392194,123317,113660
33,5.0,0.61,0.04,1.0,394333,373227,98162,124278
34,5.0,0.45,0.13,1.0,321992,412793,147283,107932
35,5.0,0.85,0.9,1.0,360271,395719,111971,122039
36,5.0,0.45,0.39,1.0,386355,362288,108497,132860
37,5.0,0.2,0.16,1.0,392732,353902,117991,125375
38,5.0,0.46,0.83,1.0,404235,365562,100530,119673
39,5.0,0.84,0.79,1.0,325218,417453,139705,107624
40,5.0,0.07,0.56,1.0,381952,376279,111652,120117
41,5.0,0.07,0.45,1.0,361429,386893,124167,117511
42,5.0,0.41,0.24,1.0,390798,369393,103269,126540
43,5.0,0.14,0.1,1.0,355055,402903,121643,110399
44,5.0,0.07,0.66,1.0,342511,409213,132258,106018
45,5.0,0.34,0.43,1.0,330012,421032,129897,109059
46,5.0,0.32,0.09,1.0,345540,400445,129323,114692
47,5.0,0.4,0.76,1.0,350347,402681,122659,114313
48,5.0,0.82,0.81,1.0,412869,337353,110905,128873
49,5.0,0.35,0.58,1.0,368888,366674,127929,126509
50,5.0,0.42,0.38,1.0,407255,342614,105820,134311
51,5.0,0.32,0.01,1.0,410873,340348,101735,137044
52,5.0,0.35,0.21,1.0,405884,340332,110286,133498
53,5.0,0.67,0.06,1.0,272314,465475,169196,83015
54,5.0,0.54,0.73,1.0,394246,370897,102674,122183
55,5.0,0.76,0.6,1.0,394775,350676,110056,134493
56,5.0,0.37,0.8,1.0,349798,390119,135302,114781
57,5.0,0.93,0.39,1.0,325568,415765,141898,106769
58,5.0,0.61,0.52,1.0,378966,383888,110662,116484
59,5.0,0.66,0.81,1.0,399369,361463,105870,123298
60,5.0,0.58,0.24,1.0,404758,344342,109415,131485
61,5.0,0.91,0.46,1.0,359654,408616,111543,110187
62,5.0,0.62,0.3,1.0,314906,429679,141364,104051
63,5.0,0.83,0.73,1.0,369943,381728,121575,116754
64,5.0,0.17,0.5,1.0,447870,320435,88888,132807
65,5.0,0.66,0.09,1.0,344463,405295,129928,110314
66,5.0,0.36,0.75,1.0,316994,442773,128896,101337
67,5.0,0.57,0.02,1.0,395159,367577,104124,123140
68,5.0,0.42,0.79,1.0,339349,416887,123127,110637
69,5.0,0.52,0.78,1.0,329091,441144,123858,95907
70,5.0,0.92,0.04,1.0,359459,371674,139033,119834
71,5.0,0.7,0.79,1.0,346396,399658,127535,116411
72,5.0,0.46,0.8,1.0,335705,411119,132302,110874
73,5.0,0.32,0.03,1.0,331237,418830,129572,110361
74,5.0,0.36,0.56,1.0,368035,382514,120844,118607
75,5.0,0.01,0.79,1.0,339200,390888,147269,112643
76,5.0,0.66,0.55,1.0,338917,416355,128880,105848
77,5.0,0.67,0.05,1.0,332887,418264,128178,110671
78,5.0,0.22,0.89,1.0,363538,390657,115184,120621
79,5.0,0.49,0.23,1.0,445290,298453,94506,151751
80,5.0,0.16,0.69,1.0,340101,407584,127104,115211
81,5.0,0.78,0.87,1.0,373446,378361,120822,117371
82,5.0,0.96,0.71,1.0,418433,330034,105894,135639
83,5.0,0.58,0.61,1.0,340235,397981,134207,117577
84,5.0,0.74,0.75,1.0,401314,350160,113033,125493
