,m,d,r,w,P,R,S,T
0,5.0,0.06,0.22,1.0,256581,482847,114777,135795
1,5.0,0.26,0.54,1.0,263060,463821,116263,146856
2,5.0,0.49,0.02,1.0,240699,508924,124277,116100
3,5.0,0.75,0.55,1.0,211139,533649,138871,106341
4,5.0,0.51,0.84,1.0,247780,489405,125408,127407
5,5.0,0.92,0.2,1.0,250439,500695,125666,113200
6,5.0,0.39,0.37,1.0,238112,460256,144198,147434
7,5.0,0.85,0.41,1.0,269309,462472,120815,137404
8,5.0,0.13,0.57,1.0,258065,461785,127809,142341
9,5.0,0.15,0.21,1.0,280598,441780,119780,147842
10,5.0,0.17,0.47,1.0,216059,533690,133054,107197
11,5.0,0.42,0.92,1.0,222328,524407,133627,109638
12,5.0,0.39,0.01,1.0,233274,500335,134734,121657
13,5.0,0.8,0.91,1.0,265347,468478,121895,134280
14,5.0,0.84,0.26,1.0,260412,490741,111633,127214
15,5.0,0.59,0.5,1.0,235188,505261,130673,118878
16,5.0,0.34,0.41,1.0,225055,526660,125749,112536
17,5.0,0.12,0.24,1.0,249532,462243,127589,150636
18,5.0,0.84,0.57,1.0,280525,445677,108396,155402
19,5.0,0.82,0.76,1.0,230257,515616,136989,107138
20,5.0,0.72,0.73,1.0,255323,477785,122093,134799
21,5.0,0.97,0.86,1.0,219945,514996,138873,116186
22,5.0,0.77,0.7,1.0,199845,541059,139916,109180
23,5.0,0.33,0.31,1.0,273654,471267,107033,138046
24,5.0,0.89,0.77,1.0,287891,436822,104989,160298
25,5.0,0.41,0.59,1.0,220158,522541,125291,122010
26,5.0,0.43,0.74,1.0,236219,504539,129404,119838
27,5.0,0.31,0.05,1.0,277828,427675,117551,166946
28,5.0,0.42,0.64,1.0,247569,458886,136615,146930
29,5.0,0.75,0.61,1.0,235230,497711,141029,116030
30,5.0,0.64,0.39,1.0,244152,501888,116429,127531
31,5.0,0.52,0.68,1.0,251791,479017,129568,129624
32,5.0,0.35,0.34,1.0,212829,521828,144038,111305
33,5.0,0.97,0.28,1.0,263608,463402,116080,146910
34,5.0,0.37,0.71,1.0,219239,500255,137276,133230
35,5.0,0.03,0.96,1.0,225914,481749,141587,140750
36,5.0,0.83,0.06,1.0,230076,491803,139049,129072
37,5.0,0.83,0.2,1.0,278639,454977,111449,144935
38,5.0,0.34,0.49,1.0,273375,440681,116179,159765
39,5.0,0.99,0.98,1.0,198976,542542,144644,103838
40,5.0,0.93,0.59,1.0,204794,540319,144675,100212
41,5.0,0.44,0.54,1.0,251823,483625,114441,140111
42,5.0,0.85,0.98,1.0,241391,493724,124471,130414
43,5.0,0.78,0.19,1.0,227028,501001,135465,126506
44,5.0,0.88,0.03,1.0,223150,488470,155030,123350
45,5.0,0.26,0.41,1.0,221952,500085,139769,128194
46,5.0,0.45,0.25,1.0,265015,456136,119113,149736
47,5.0,0.22,0.08,1.0,232410,510296,129665,117629
48,5.0,0.13,0.12,1.0,259719,468216,123026,139039
49,5.0,0.15,0.89,1.0,210320,538843,138041,102796
50,5.0,0.36,0.05,1.0,251206,503703,115018,120073
51,5.0,0.44,0.61,1.0,279468,432115,118252,160165
52,5.0,0.84,0.04,1.0,254226,500935,113248,121591
53,5.0,0.89,0.9,1.0,212763,521493,142384,113360
54,5.0,0.28,0.07,1.0,180727,545148,158705,105420
55,5.0,0.04,0.45,1.0,226444,514656,132846,116054
56,5.0,0.79,0.98,1.0,252756,459190,127888,150166
57,5.0,0.2,0.02,1.0,149988,586832,172226,80954
58,5.0,0.31,0.94,1.0,246252,494594,127513,121641
59,5.0,0.68,0.25,1.0,232277,512153,127852,117718
60,5.0,0.6,0.14,1.0,228176,521923,130367,109534
61,5.0,0.1,0.67,1.0,284448,449129,106455,149968
62,5.0,0.21,0.51,1.0,225072,516139,136521,112268
63,5.0,0.87,0.56,1.0,242281,491005,121689,135025
64,5.0,0.51,0.33,1.0,259832,473865,122204,134099
65,5.0,0.17,0.39,1.0,244980,496569,123061,125390
66,5.0,0.14,0.66,1.0,205344,512448,146411,125797
67,5.0,0.55,0.05,1.0,199258,551224,143752,95766
68,5.0,0.16,0.84,1.0,237616,478033,140225,134126
69,5.0,0.66,0.38,1.0,218560,511316,139863,120261
70,5.0,0.66,0.16,1.0,219927,529694,125926,114453
71,5.0,0.3,0.23,1.0,255088,479808,121683,133421
72,5.0,0.08,0.12,1.0,263784,468254,120818,137144
73,5.0,0.6,0.93,1.0,259612,479844,113004,137540
74,5.0,0.84,0.43,1.0,195387,544404,150804,99405
75,5.0,0.66,0.94,1.0,252357,473510,122548,141585
76,5.0,0.22,0.19,1.0,266969,470355,111182,141494
77,5.0,0.8,0.64,1.0,246899,475628,135131,132342
78,5.0,0.64,0.99,1.0,234709,496428,134186,124677
79,5.0,0.99,0.61,1.0,271815,456258,115873,146054
80,5.0,0.28,1.0,1.0,274013,466181,115259,134547
81,5.0,0.62,0.39,1.0,282279,443658,108917,155146
82,5.0,0.58,0.88,1.0,212289,526673,143006,108032
83,5.0,0.68,0.08,1.0,198683,521419,158413,111485
84,5.0,0.31,0.96,1.0,227060,504856,140997,117087
85,5.0,0.85,0.48,1.0,245176,493001,129861,121962
86,5.0,0.29,0.47,1.0,251371,491720,116852,130057
87,5.0,0.09,0.88,1.0,279515,453258,115625,141602
88,5.0,0.89,0.44,1.0,241612,492991,127694,127703
89,5.0,0.18,0.54,1.0,221229,521700,132586,114485
90,5.0,0.46,0.56,1.0,275096,463788,111264,139852
91,5.0,0.85,0.58,1.0,259602,464693,119285,146420
92,5.0,0.9,0.48,1.0,245678,480147,130209,133966
93,5.0,0.7,0.48,1.0,258905,455801,127435,147859
94,5.0,0.38,0.34,1.0,208602,531700,139930,109768
95,5.0,0.19,0.92,1.0,251836,479876,126803,131485
96,5.0,0.07,0.6,1.0,232994,494942,137693,124371
97,5.0,0.15,0.65,1.0,299341,428992,102284,159383
98,5.0,0.59,0.88,1.0,243322,496755,128955,120968
99,5.0,0.7,0.79,1.0,249520,476812,131074,132594
