,m,d,r,w,P,R,S,T
0,5.0,0.64,0.42,1.0,329364,375289,105209,180138
1,5.0,0.05,0.77,1.0,275589,435654,136356,142401
2,5.0,0.82,0.77,1.0,290474,408898,144589,146039
3,5.0,0.94,0.15,1.0,288382,468970,114617,118031
4,5.0,0.41,0.52,1.0,243588,464815,160455,121142
5,5.0,0.37,0.47,1.0,332344,391441,103114,163101
6,5.0,0.06,0.05,1.0,299398,428453,126377,135772
7,5.0,0.54,0.2,1.0,292325,405201,131739,160735
8,5.0,0.6,0.65,1.0,256931,470497,145502,117070
9,5.0,0.15,0.31,1.0,335214,379766,99769,175251
10,5.0,0.67,0.59,1.0,295750,414096,130980,149174
11,5.0,0.81,0.68,1.0,337198,387353,102807,162642
12,5.0,0.93,0.63,1.0,277980,446273,135266,130481
13,5.0,0.78,0.55,1.0,309777,411893,122757,145573
14,5.0,0.75,0.52,1.0,259669,484901,133175,112255
15,5.0,0.96,0.47,1.0,290046,439494,127369,133091
16,5.0,0.86,0.5,1.0,250514,464411,147412,127663
17,5.0,0.62,0.26,1.0,337753,359252,118898,174097
18,5.0,0.58,0.32,1.0,252369,462717,150105,124809
19,5.0,0.51,0.99,1.0,291650,432989,117704,147657
20,5.0,0.72,0.53,1.0,312031,406841,123118,148010
21,5.0,0.68,0.43,1.0,315765,388836,122094,163305
22,5.0,0.58,0.66,1.0,258999,494760,130781,105460
23,5.0,0.42,0.04,1.0,318899,409440,112205,149456
24,5.0,0.67,0.39,1.0,272474,444165,140717,132644
25,5.0,0.84,0.2,1.0,271528,471312,119886,127274
26,5.0,0.9,0.47,1.0,223771,448255,192901,125073
27,5.0,0.32,0.71,1.0,261077,478730,131676,118517
28,5.0,0.31,0.75,1.0,258094,461572,148829,121505
29,5.0,0.85,0.73,1.0,253999,483228,136138,116635
30,5.0,0.24,0.85,1.0,296561,435743,116174,141522
31,5.0,0.05,0.62,1.0,296391,428865,119275,145469
32,5.0,0.42,0.8,1.0,303634,406634,130554,149178
33,5.0,0.5,0.34,1.0,246035,451366,161150,131449
34,5.0,0.12,0.27,1.0,289197,420535,133045,147223
35,5.0,0.96,0.51,1.0,269391,447350,133744,139515
36,5.0,0.44,0.99,1.0,256821,469300,140882,122997
37,5.0,0.07,0.51,1.0,250498,468643,147980,122879
38,5.0,0.81,0.64,1.0,273839,465097,132113,118951
39,5.0,0.33,0.05,1.0,293741,434422,119286,142551
40,5.0,0.67,0.55,1.0,292846,438155,120528,138471
41,5.0,0.58,0.62,1.0,297420,421955,128005,142620
42,5.0,0.62,0.9,1.0,248849,453672,151705,135774
43,5.0,0.54,0.1,1.0,275952,434637,142579,136832
44,5.0,0.13,0.66,1.0,276113,462485,133463,117939
45,5.0,0.54,0.18,1.0,327283,388798,109908,164011
46,5.0,0.13,0.81,1.0,277586,467220,118847,126347
47,5.0,0.75,0.65,1.0,285681,425290,138591,140438
48,5.0,0.29,0.71,1.0,224156,521694,150838,93312
49,5.0,0.37,0.88,1.0,287818,428364,122277,151541
50,5.0,0.93,0.64,1.0,265994,462378,131952,129676
51,5.0,0.12,0.56,1.0,351428,368382,103024,167166
52,5.0,0.42,0.18,1.0,259279,468735,142239,119747
53,5.0,0.75,0.89,1.0,265473,457103,136493,130931
54,5.0,0.26,0.18,1.0,270927,459211,131754,128108
55,5.0,0.71,0.67,1.0,273243,451161,131104,134492
56,5.0,0.17,0.01,1.0,294800,439847,121107,134246
57,5.0,0.13,0.57,1.0,231023,493883,163429,101665
58,5.0,0.3,0.02,1.0,320698,394209,122901,152192
59,5.0,0.41,0.98,1.0,260569,462473,140442,126516
60,5.0,0.89,0.18,1.0,282235,459348,121125,127292
61,5.0,0.91,0.68,1.0,231523,478183,170771,109523
62,5.0,0.94,0.2,1.0,284252,424048,144018,137682
63,5.0,0.97,0.63,1.0,288010,430133,129889,141968
64,5.0,0.36,0.45,1.0,274382,456637,131499,127482
65,5.0,0.71,0.44,1.0,322880,385747,112260,169113
66,5.0,0.08,0.42,1.0,241157,480298,156092,112453
67,5.0,0.34,0.72,1.0,232515,472243,170769,114473
68,5.0,0.08,0.81,1.0,284536,436885,132400,136179
69,5.0,0.71,0.25,1.0,271995,467084,129800,121121
70,5.0,0.75,0.61,1.0,249345,467966,149764,122925
71,5.0,0.94,0.71,1.0,296650,425684,124590,143076
72,5.0,0.51,0.62,1.0,249467,472185,146933,121415
73,5.0,0.6,0.43,1.0,253016,456404,151542,129038
74,5.0,0.3,0.54,1.0,263370,485978,122645,118007
75,5.0,0.27,0.52,1.0,281875,459008,114873,134244
76,5.0,0.14,0.97,1.0,216208,514206,162782,96804
77,5.0,0.2,0.94,1.0,255580,480642,136841,116937
78,5.0,0.03,0.34,1.0,294930,426720,129550,138800
79,5.0,0.91,0.07,1.0,266734,460415,135766,127085
80,5.0,0.2,0.38,1.0,285969,429860,128438,145733
81,5.0,0.37,0.62,1.0,278013,423048,147293,141646
82,5.0,0.97,0.61,1.0,226374,506118,153848,103660
83,5.0,0.29,0.57,1.0,263450,456767,137095,132688
84,5.0,0.17,0.49,1.0,261661,452101,155309,120929
85,5.0,0.85,0.05,1.0,272104,430802,143685,143409
86,5.0,0.09,0.45,1.0,281739,434141,130223,143897
87,5.0,0.66,0.23,1.0,274651,448609,132468,134272
88,5.0,0.11,0.02,1.0,286313,435692,124130,143865
89,5.0,0.87,0.1,1.0,229684,494161,155948,110207
90,5.0,0.28,0.12,1.0,272763,457175,133207,126855
91,5.0,0.27,0.68,1.0,252999,471225,149273,116503
92,5.0,0.64,0.24,1.0,275905,457498,127790,128807
93,5.0,0.67,0.17,1.0,261973,460966,134866,132195
94,5.0,0.93,0.96,1.0,262036,459114,144400,124450
95,5.0,0.47,0.58,1.0,282505,441303,127783,138409
96,5.0,0.5,0.39,1.0,234178,471866,164792,119164
97,5.0,0.29,0.64,1.0,306359,404336,130839,148466
98,5.0,0.15,0.14,1.0,303038,450496,105959,130507
99,5.0,0.5,0.54,1.0,312312,423413,102562,151713
