,m,d,r,w,P,R,S,T
58,5.0,0.7,0.6,1.0,299289,406358,161377,122976
59,5.0,0.21,0.24,1.0,345922,392809,118436,132833
60,5.0,0.51,0.21,1.0,385389,349079,106002,149530
61,5.0,0.57,0.97,1.0,316711,416719,134250,122320
62,5.0,0.93,0.65,1.0,365220,352356,124197,148227
63,5.0,0.99,0.43,1.0,281969,442024,154800,111207
64,5.0,0.3,0.05,1.0,339177,396545,122457,131821
65,5.0,0.3,0.22,1.0,317363,410783,128369,133485
66,5.0,0.64,0.3,1.0,351326,363318,135310,140046
67,5.0,0.73,0.98,1.0,336312,406763,125344,121581
68,5.0,0.67,0.88,1.0,389610,342274,107869,150247
69,5.0,0.78,1.0,1.0,292505,422191,152842,122462
70,5.0,0.53,0.22,1.0,322851,397524,145780,123845
71,5.0,0.51,0.8,1.0,372404,373667,108682,135247
72,5.0,0.99,0.83,1.0,325881,409645,124315,130159
73,5.0,0.04,0.31,1.0,347128,388336,113081,141455
74,5.0,0.71,0.5,1.0,302555,423767,138601,125077
75,5.0,0.06,0.26,1.0,268390,465555,154370,101685
76,5.0,0.3,0.48,1.0,322886,402910,137555,126649
77,5.0,0.64,0.63,1.0,305019,428721,145413,110847
78,5.0,0.74,0.22,1.0,345421,376692,127744,140143
79,5.0,0.11,0.28,1.0,358375,367610,121609,142406
80,5.0,0.83,0.57,1.0,327551,400604,133874,127971
81,5.0,0.73,0.34,1.0,344446,384395,130967,130192
82,5.0,0.02,0.16,1.0,372912,347854,114484,154750
83,5.0,0.53,0.02,1.0,329919,380053,135661,144367
84,5.0,0.97,0.76,1.0,334883,385406,130766,138945
85,5.0,0.17,0.08,1.0,292663,432188,153057,112092
86,5.0,0.76,0.93,1.0,373953,357726,108505,149816
87,5.0,0.9,0.63,1.0,310039,393861,151120,134980
88,5.0,0.84,0.15,1.0,376801,342653,112335,158211
89,5.0,0.62,0.4,1.0,336244,363766,145154,144836
90,5.0,0.68,0.85,1.0,343815,383294,125528,137363
91,5.0,0.64,0.89,1.0,317774,391514,143771,136941
92,5.0,0.28,0.06,1.0,349208,406248,111477,123067
93,5.0,0.45,0.55,1.0,340698,395808,126053,127441
94,5.0,0.13,0.87,1.0,387598,335274,113364,153764
95,5.0,0.5,0.86,1.0,315049,422922,130678,121351
96,5.0,0.66,0.24,1.0,294116,432984,160339,102561
97,5.0,0.06,0.35,1.0,397388,335679,105208,151725
98,5.0,0.49,0.1,1.0,292391,432197,151803,113609
99,5.0,0.35,0.9,1.0,299807,409020,154439,126734
