,Mutual_Cooperation,Mutual_Defection,Exploitation
0,2745.0,315.0,1890.0
1,2656.0,1118.0,1176.0
2,2594.0,1123.0,1233.0
3,2541.0,1155.0,1254.0
4,2523.0,1156.0,1271.0
5,2493.0,1193.0,1264.0
6,2514.0,1202.0,1234.0
7,2428.0,1216.0,1306.0
8,2410.0,1276.0,1264.0
9,2395.0,1236.0,1319.0
10,2357.0,1271.0,1322.0
11,2320.0,1259.0,1371.0
12,2266.0,1281.0,1403.0
13,2290.0,1255.0,1405.0
14,2296.0,1257.0,1397.0
15,2238.0,1269.0,1443.0
16,2236.0,1300.0,1414.0
17,2245.0,1284.0,1421.0
18,2271.0,1279.0,1400.0
19,2286.0,1264.0,1400.0
20,2324.0,1234.0,1392.0
21,2319.0,1249.0,1382.0
22,2357.0,1194.0,1399.0
23,2319.0,1201.0,1430.0
24,2320.0,1241.0,1389.0
25,2324.0,1231.0,1395.0
26,2337.0,1212.0,1401.0
27,2320.0,1272.0,1358.0
28,2330.0,1243.0,1377.0
29,2300.0,1233.0,1417.0
30,2306.0,1207.0,1437.0
31,2334.0,1207.0,1409.0
32,2337.0,1225.0,1388.0
33,2335.0,1253.0,1362.0
34,2334.0,1247.0,1369.0
35,2316.0,1281.0,1353.0
36,2333.0,1257.0,1360.0
37,2366.0,1260.0,1324.0
38,2318.0,1279.0,1353.0
39,2343.0,1274.0,1333.0
40,2300.0,1289.0,1361.0
41,2229.0,1320.0,1401.0
42,2273.0,1259.0,1418.0
43,2288.0,1260.0,1402.0
44,2310.0,1264.0,1376.0
45,2253.0,1289.0,1408.0
46,2174.0,1343.0,1433.0
47,2143.0,1388.0,1419.0
48,2126.0,1408.0,1416.0
49,2119.0,1377.0,1454.0
50,2132.0,1359.0,1459.0
51,2156.0,1355.0,1439.0
52,2155.0,1367.0,1428.0
53,2208.0,1325.0,1417.0
54,2183.0,1332.0,1435.0
55,2118.0,1379.0,1453.0
56,2098.0,1458.0,1394.0
57,2074.0,1476.0,1400.0
58,2032.0,1487.0,1431.0
59,2057.0,1539.0,1354.0
60,2057.0,1478.0,1415.0
61,2040.0,1485.0,1425.0
62,2051.0,1454.0,1445.0
63,2093.0,1422.0,1435.0
64,2149.0,1351.0,1450.0
65,2245.0,1358.0,1347.0
66,2173.0,1354.0,1423.0
67,2203.0,1338.0,1409.0
68,2237.0,1284.0,1429.0
69,2250.0,1293.0,1407.0
70,2246.0,1300.0,1404.0
71,2266.0,1278.0,1406.0
72,2315.0,1199.0,1436.0
73,2350.0,1225.0,1375.0
74,2356.0,1238.0,1356.0
75,2363.0,1236.0,1351.0
76,2350.0,1222.0,1378.0
77,2307.0,1228.0,1415.0
78,2305.0,1278.0,1367.0
79,2303.0,1208.0,1439.0
80,2337.0,1251.0,1362.0
81,2280.0,1268.0,1402.0
82,2291.0,1249.0,1410.0
83,2297.0,1228.0,1425.0
84,2320.0,1231.0,1399.0
85,2373.0,1200.0,1377.0
86,2351.0,1221.0,1378.0
87,2378.0,1221.0,1351.0
88,2403.0,1171.0,1376.0
89,2403.0,1152.0,1395.0
90,2410.0,1174.0,1366.0
91,2417.0,1175.0,1358.0
92,2421.0,1198.0,1331.0
93,2471.0,1106.0,1373.0
94,2510.0,1091.0,1349.0
95,2539.0,1070.0,1341.0
96,2524.0,1115.0,1311.0
97,2525.0,1133.0,1292.0
98,2541.0,1099.0,1310.0
99,2543.0,1105.0,1302.0
100,2577.0,1061.0,1312.0
101,2566.0,1083.0,1301.0
102,2528.0,1067.0,1355.0
103,2577.0,1048.0,1325.0
104,2518.0,1059.0,1373.0
105,2480.0,1074.0,1396.0
106,2511.0,1087.0,1352.0
107,2512.0,1078.0,1360.0
108,2559.0,1076.0,1315.0
109,2550.0,1054.0,1346.0
110,2552.0,1074.0,1324.0
111,2541.0,1079.0,1330.0
112,2569.0,1089.0,1292.0
113,2562.0,1066.0,1322.0
114,2589.0,1064.0,1297.0
115,2581.0,1064.0,1305.0
116,2576.0,1050.0,1324.0
117,2573.0,1042.0,1335.0
118,2615.0,1022.0,1313.0
119,2645.0,1017.0,1288.0
120,2632.0,1039.0,1279.0
121,2653.0,1044.0,1253.0
122,2659.0,1052.0,1239.0
123,2631.0,1070.0,1249.0
124,2627.0,1073.0,1250.0
125,2646.0,1037.0,1267.0
126,2644.0,1043.0,1263.0
127,2655.0,1037.0,1258.0
128,2675.0,1034.0,1241.0
