,Mutual_Cooperation,Mutual_Defection,Exploitation
0,2747.0,306.0,1897.0
1,2671.0,1189.0,1090.0
2,2716.0,1171.0,1063.0
3,2694.0,1167.0,1089.0
4,2684.0,1150.0,1116.0
5,2584.0,1160.0,1206.0
6,2562.0,1219.0,1169.0
7,2566.0,1209.0,1175.0
8,2559.0,1211.0,1180.0
9,2552.0,1181.0,1217.0
10,2503.0,1167.0,1280.0
11,2500.0,1230.0,1220.0
12,2468.0,1221.0,1261.0
13,2458.0,1211.0,1281.0
14,2449.0,1224.0,1277.0
15,2386.0,1227.0,1337.0
16,2333.0,1288.0,1329.0
17,2380.0,1282.0,1288.0
18,2388.0,1294.0,1268.0
19,2318.0,1290.0,1342.0
20,2327.0,1304.0,1319.0
21,2293.0,1283.0,1374.0
22,2246.0,1315.0,1389.0
23,2231.0,1318.0,1401.0
24,2253.0,1337.0,1360.0
25,2257.0,1350.0,1343.0
26,2246.0,1356.0,1348.0
27,2264.0,1335.0,1351.0
28,2254.0,1338.0,1358.0
29,2255.0,1316.0,1379.0
30,2274.0,1335.0,1341.0
31,2271.0,1314.0,1365.0
32,2359.0,1235.0,1356.0
33,2384.0,1227.0,1339.0
34,2383.0,1210.0,1357.0
35,2408.0,1206.0,1336.0
36,2431.0,1201.0,1318.0
37,2355.0,1192.0,1403.0
38,2352.0,1239.0,1359.0
39,2358.0,1269.0,1323.0
40,2379.0,1261.0,1310.0
41,2374.0,1212.0,1364.0
42,2306.0,1237.0,1407.0
43,2316.0,1253.0,1381.0
44,2312.0,1265.0,1373.0
45,2368.0,1224.0,1358.0
46,2332.0,1220.0,1398.0
47,2347.0,1239.0,1364.0
48,2260.0,1261.0,1429.0
49,2279.0,1247.0,1424.0
50,2270.0,1256.0,1424.0
51,2272.0,1278.0,1400.0
52,2201.0,1283.0,1466.0
53,2212.0,1349.0,1389.0
54,2162.0,1303.0,1485.0
55,2160.0,1381.0,1409.0
56,2194.0,1357.0,1399.0
57,2187.0,1348.0,1415.0
58,2176.0,1350.0,1424.0
59,2114.0,1345.0,1491.0
60,2158.0,1377.0,1415.0
61,2166.0,1395.0,1389.0
62,2136.0,1379.0,1435.0
63,2072.0,1419.0,1459.0
64,2080.0,1426.0,1444.0
65,2118.0,1415.0,1417.0
66,2100.0,1414.0,1436.0
67,2103.0,1442.0,1405.0
68,2067.0,1481.0,1402.0
69,2053.0,1434.0,1463.0
70,2073.0,1458.0,1419.0
71,2060.0,1471.0,1419.0
72,2101.0,1437.0,1412.0
