,m,d,r,w,P,R,S,T
0,5.0,0.83,0.94,1.0,309500,404574,139698,136228
1,5.0,0.21,0.51,1.0,297417,437060,144210,111313
2,5.0,0.47,0.81,1.0,322205,399605,136390,131800
3,5.0,0.55,0.16,1.0,309497,409138,144265,127100
4,5.0,0.14,0.1,1.0,283455,460585,140449,105511
5,5.0,0.46,0.27,1.0,310036,408918,131175,139871
6,5.0,0.82,0.01,1.0,300318,433207,131093,125382
7,5.0,0.97,0.18,1.0,329382,393679,127882,139057
8,5.0,0.38,0.25,1.0,312501,414506,136948,126045
9,5.0,0.08,0.01,1.0,355626,379800,115186,139388
10,5.0,0.55,0.16,1.0,288105,447826,142245,111824
11,5.0,0.14,0.4,1.0,302044,432872,135217,119867
12,5.0,0.23,0.91,1.0,345118,384060,118934,141888
13,5.0,0.06,0.57,1.0,377514,368017,98804,145665
14,5.0,0.67,0.89,1.0,327064,380600,133847,148489
15,5.0,0.85,0.66,1.0,346539,397832,114244,131385
16,5.0,0.24,0.9,1.0,319548,415171,135448,119833
17,5.0,0.86,0.76,1.0,361573,375484,118840,134103
18,5.0,0.06,0.92,1.0,321631,430169,120820,117380
19,5.0,0.18,0.84,1.0,372710,360442,111468,145380
20,5.0,0.69,0.04,1.0,302065,433785,135880,118270
21,5.0,0.33,0.73,1.0,300560,433030,134866,121544
22,5.0,0.95,0.56,1.0,309737,418397,137422,124444
23,5.0,0.71,0.84,1.0,293754,430564,141221,124461
24,5.0,0.97,0.97,1.0,319235,422407,126097,122261
25,5.0,0.13,0.79,1.0,361836,368586,109059,150519
26,5.0,0.76,0.93,1.0,285726,452921,133305,118048
27,5.0,0.65,0.61,1.0,313215,437144,121119,118522
28,5.0,0.17,0.54,1.0,285689,448043,137568,118700
29,5.0,0.34,0.64,1.0,340048,388506,128945,132501
30,5.0,0.35,0.59,1.0,277328,464177,138947,109548
31,5.0,0.69,0.88,1.0,341555,402430,119396,126619
32,5.0,0.25,0.97,1.0,320949,398085,120413,150553
33,5.0,0.8,0.24,1.0,275154,463445,144902,106499
34,5.0,0.11,0.52,1.0,394487,333230,107161,155122
35,5.0,0.88,0.57,1.0,303399,432545,142234,111822
36,5.0,0.9,0.29,1.0,354766,387043,120012,128179
37,5.0,0.8,0.42,1.0,325369,396053,134246,134332
38,5.0,0.8,0.54,1.0,294678,432177,153404,109741
39,5.0,0.58,0.08,1.0,273859,466930,142477,106734
40,5.0,0.05,0.35,1.0,252882,489395,145243,102480
41,5.0,0.62,0.77,1.0,356735,378502,125280,129483
42,5.0,0.13,0.91,1.0,360595,381525,103664,144216
43,5.0,0.3,0.88,1.0,348062,381089,113934,146915
44,5.0,0.16,0.12,1.0,305192,421001,130254,133553
45,5.0,0.99,0.23,1.0,319683,423989,130475,115853
46,5.0,0.12,0.45,1.0,300078,437616,131863,120443
47,5.0,0.1,0.78,1.0,343917,376710,125324,144049
48,5.0,0.74,0.4,1.0,336377,398753,119811,135059
49,5.0,0.57,0.33,1.0,346412,401296,119162,123130
50,5.0,0.77,0.9,1.0,338571,417026,119971,114432
51,5.0,0.73,0.89,1.0,281342,454109,133953,120596
52,5.0,0.31,0.66,1.0,358798,381765,112631,136806
53,5.0,0.43,0.38,1.0,298844,429991,133821,127344
54,5.0,0.26,0.67,1.0,313123,405333,135307,136237
55,5.0,0.97,0.33,1.0,381371,341466,112796,154367
56,5.0,0.1,0.43,1.0,279813,439046,148413,122728
57,5.0,0.94,0.99,1.0,385277,356005,102231,146487
58,5.0,0.16,0.87,1.0,352345,382273,111216,144166
59,5.0,0.53,0.07,1.0,309241,421444,133488,125827
60,5.0,0.53,0.41,1.0,334757,407478,119814,127951
61,5.0,0.58,0.18,1.0,331372,389700,122362,146566
