,defect,tit_for_tat,generous_tit_for_tat,cooperate
0,30,22,24,24
1,30,22,24,24
2,30,22,24,24
3,30,22,24,24
4,30,22,24,24
5,30,22,24,24
6,29,23,24,24
7,30,22,24,24
8,31,22,24,23
9,32,22,23,23
10,32,22,23,23
11,32,22,23,23
12,31,22,23,24
13,30,22,23,25
14,31,22,23,24
15,31,22,23,24
16,30,22,24,24
17,29,22,25,24
18,29,22,25,24
19,29,22,25,24
20,29,21,26,24
21,29,22,26,23
22,29,22,25,24
23,29,22,25,24
24,28,23,25,24
25,28,23,25,24
26,28,23,26,23
27,29,23,25,23
28,29,23,25,23
29,29,23,25,23
30,29,23,25,23
31,29,22,25,24
32,29,22,25,24
33,28,22,26,24
34,29,22,25,24
35,30,22,24,24
36,30,22,24,24
37,30,22,23,25
38,31,22,23,24
39,30,23,23,24
40,29,24,23,24
41,30,23,23,24
42,30,23,22,25
43,31,23,22,24
44,31,24,21,24
45,31,25,21,23
46,31,25,21,23
47,31,25,21,23
48,31,25,21,23
49,31,26,21,22
50,32,26,21,21
51,32,25,22,21
52,32,25,22,21
53,31,25,22,22
54,31,24,22,23
55,31,24,21,24
56,32,23,21,24
57,32,22,22,24
58,32,22,21,25
59,32,22,21,25
60,32,22,21,25
61,32,23,20,25
62,31,23,20,26
63,31,23,20,26
64,31,23,20,26
65,30,24,20,26
66,31,24,19,26
67,31,24,18,27
68,30,25,18,27
69,30,26,18,26
70,30,26,18,26
71,29,26,19,26
72,28,27,19,26
73,28,27,19,26
74,28,27,19,26
75,28,27,19,26
76,29,27,19,25
77,30,27,19,24
78,31,27,18,24
79,31,27,18,24
80,32,26,18,24
81,32,26,18,24
82,31,26,18,25
83,31,26,18,25
84,31,26,18,25
85,31,26,18,25
86,31,25,18,26
87,31,25,19,25
88,31,25,19,25
89,31,25,19,25
90,30,25,19,26
91,30,25,19,26
92,30,25,19,26
93,29,25,20,26
94,29,26,19,26
95,30,26,19,25
96,30,26,18,26
97,31,25,18,26
98,30,26,18,26
99,30,25,19,26
100,31,24,19,26
101,31,23,19,27
102,31,23,19,27
103,31,23,18,28
104,31,24,17,28
105,32,24,17,27
106,32,24,17,27
107,32,23,17,28
108,32,22,18,28
109,32,23,17,28
110,32,23,17,28
111,32,23,17,28
112,32,23,17,28
113,32,23,17,28
114,31,24,17,28
115,31,24,17,28
116,32,23,17,28
117,32,23,17,28
118,32,23,17,28
119,32,23,17,28
120,32,22,17,29
121,32,22,17,29
122,31,22,18,29
123,30,22,18,30
124,31,22,18,29
125,31,23,17,29
126,30,23,17,30
127,30,23,17,30
128,30,23,18,29
129,30,24,18,28
130,29,24,18,29
131,29,24,18,29
132,29,24,19,28
133,28,24,20,28
134,29,23,20,28
135,29,23,19,29
136,29,23,19,29
137,28,23,20,29
138,28,23,19,30
139,28,23,18,31
140,29,23,18,30
141,28,24,18,30
142,27,24,18,31
143,27,24,18,31
144,26,25,18,31
145,26,24,18,32
146,26,24,18,32
147,26,25,18,31
148,25,25,18,32
149,25,26,18,31
150,24,26,19,31
151,24,26,18,32
152,24,26,17,33
153,23,27,17,33
154,23,28,17,32
155,23,28,17,32
156,24,28,17,31
157,25,28,17,30
158,25,28,16,31
159,25,28,16,31
160,26,28,16,30
161,26,29,16,29
162,26,29,17,28
163,26,28,17,29
164,26,28,17,29
165,27,28,17,28
166,27,28,16,29
167,26,28,17,29
168,27,27,17,29
169,27,28,17,28
170,27,28,17,28
171,27,27,17,29
172,27,27,17,29
173,26,27,18,29
174,26,27,18,29
175,27,27,17,29
176,28,27,16,29
177,28,28,16,28
178,27,28,17,28
179,28,28,16,28
180,28,29,15,28
181,28,29,15,28
182,29,29,14,28
183,30,28,14,28
184,31,27,14,28
185,31,27,14,28
186,31,27,15,27
187,32,27,14,27
188,33,27,14,26
189,33,27,13,27
190,32,27,14,27
191,33,27,13,27
192,33,26,14,27
193,32,26,15,27
194,32,26,15,27
195,31,26,15,28
196,31,27,15,27
197,31,27,15,27
198,32,27,15,26
199,32,27,15,26
200,32,27,15,26
201,31,27,16,26
202,32,27,16,25
203,32,27,16,25
204,32,27,17,24
205,32,27,17,24
206,33,26,17,24
207,34,26,16,24
208,34,26,16,24
209,35,26,15,24
210,35,25,15,25
211,35,26,14,25
212,34,26,15,25
213,34,26,16,24
214,34,25,17,24
215,34,24,18,24
216,35,23,18,24
217,36,23,18,23
218,35,24,18,23
219,35,25,18,22
220,34,26,18,22
221,34,26,18,22
222,34,26,18,22
223,34,26,18,22
224,34,27,17,22
225,35,26,17,22
226,35,26,17,22
227,34,26,17,23
228,33,26,17,24
229,34,25,17,24
230,34,25,18,23
231,33,25,19,23
232,32,26,19,23
233,31,26,20,23
234,31,26,20,23
235,32,25,20,23
236,32,25,20,23
237,33,24,20,23
238,34,24,19,23
239,34,24,19,23
240,35,24,19,22
241,35,25,19,21
242,34,25,19,22
243,33,26,19,22
244,32,26,19,23
245,32,25,19,24
246,31,25,20,24
247,31,25,21,23
248,32,25,21,22
249,32,25,22,21
250,32,24,22,22
251,31,25,22,22
252,31,24,23,22
253,31,23,24,22
254,31,23,24,22
255,32,23,24,21
256,33,23,23,21
257,33,23,24,20
258,33,23,24,20
259,33,23,24,20
260,34,22,24,20
261,35,22,24,19
262,35,22,24,19
263,35,22,24,19
264,36,22,23,19
265,37,22,22,19
266,37,21,23,19
267,36,21,24,19
268,36,21,24,19
269,36,21,24,19
270,36,21,23,20
271,35,21,24,20
272,36,20,24,20
273,36,20,23,21
274,35,21,23,21
275,35,20,24,21
276,34,20,25,21
277,34,20,25,21
278,34,20,25,21
279,35,19,25,21
280,35,19,25,21
281,34,20,25,21
282,35,20,25,20
283,35,20,24,21
284,34,20,25,21
285,33,21,25,21
286,33,21,25,21
287,34,21,24,21
288,34,21,24,21
289,33,22,24,21
290,32,22,25,21
291,32,23,24,21
292,32,24,23,21
293,33,24,22,21
294,32,25,22,21
295,32,25,22,21
296,32,25,22,21
297,32,25,22,21
298,31,25,23,21
299,31,25,24,20
300,30,26,24,20
301,30,26,24,20
302,30,26,25,19
303,29,26,26,19
304,28,26,27,19
305,29,26,26,19
306,30,26,25,19
307,30,27,24,19
308,30,26,24,20
309,31,26,24,19
310,31,25,25,19
311,31,25,25,19
312,31,24,25,20
313,31,24,26,19
314,31,24,26,19
315,31,24,26,19
316,30,25,26,19
317,30,24,26,20
318,29,25,26,20
319,29,26,25,20
320,29,25,25,21
321,28,25,26,21
322,28,25,25,22
323,28,25,25,22
324,28,24,25,23
325,28,24,24,24
326,29,24,24,23
327,29,24,24,23
328,28,24,24,24
329,27,24,24,25
330,27,24,25,24
331,28,24,24,24
332,28,23,24,25
333,28,23,23,26
334,28,23,23,26
335,29,23,22,26
336,29,23,22,26
337,29,23,22,26
338,28,23,22,27
339,28,23,22,27
340,29,23,21,27
341,29,24,21,26
342,29,23,21,27
343,29,23,21,27
344,29,24,21,26
345,29,24,20,27
346,29,24,20,27
347,29,24,20,27
348,28,24,21,27
349,29,23,21,27
350,29,23,20,28
351,28,23,21,28
352,28,23,21,28
353,27,23,21,29
354,26,23,21,30
355,25,23,21,31
356,25,24,20,31
357,25,24,20,31
358,26,24,20,30
359,25,24,20,31
360,25,25,20,30
361,25,24,20,31
362,25,25,19,31
363,26,25,18,31
364,26,25,19,30
365,26,25,19,30
366,27,24,19,30
367,27,24,19,30
368,27,24,19,30
369,27,25,18,30
370,28,25,18,29
371,28,25,18,29
372,28,26,17,29
373,28,27,17,28
374,28,27,17,28
375,27,28,17,28
376,28,28,17,27
377,28,28,17,27
378,29,28,17,26
379,30,27,17,26
380,29,27,18,26
381,29,27,18,26
382,29,27,18,26
383,29,27,18,26
384,29,27,18,26
385,29,27,18,26
386,29,27,18,26
387,28,27,18,27
388,27,28,18,27
389,27,28,18,27
390,27,28,18,27
391,28,28,17,27
392,28,28,16,28
393,28,28,17,27
394,28,28,17,27
395,28,28,17,27
396,28,28,17,27
397,28,27,17,28
398,28,27,16,29
399,28,28,15,29
400,28,28,15,29
401,28,29,14,29
402,28,29,14,29
403,28,29,14,29
404,29,28,14,29
405,29,28,14,29
406,28,29,14,29
407,28,28,14,30
408,28,29,13,30
409,29,28,13,30
410,29,28,13,30
411,29,28,12,31
412,30,27,12,31
413,29,27,12,32
414,29,27,12,32
415,30,27,12,31
416,30,28,11,31
417,30,27,11,32
418,30,27,11,32
419,29,27,11,33
420,29,27,10,34
421,29,27,10,34
422,29,26,10,35
423,29,26,10,35
424,29,25,10,36
425,28,25,11,36
426,28,25,11,36
427,28,25,11,36
428,28,25,11,36
429,28,24,11,37
430,28,24,11,37
431,28,23,12,37
432,28,22,12,38
433,29,22,12,37
434,29,22,12,37
435,29,22,12,37
436,30,22,12,36
437,30,22,12,36
438,31,22,12,35
439,32,22,12,34
440,32,22,12,34
441,31,23,12,34
442,32,23,12,33
443,31,23,12,34
444,31,23,13,33
445,31,23,13,33
446,31,23,13,33
447,32,23,12,33
448,33,23,12,32
449,34,23,12,31
450,34,23,12,31
451,34,24,11,31
452,33,24,11,32
453,33,23,11,33
454,32,23,11,34
455,33,23,11,33
456,34,23,11,32
457,34,23,11,32
458,35,23,10,32
459,34,24,10,32
460,33,24,11,32
461,32,25,11,32
462,32,26,11,31
463,32,26,11,31
464,32,26,12,30
465,33,25,12,30
466,32,25,12,31
467,31,25,13,31
