,Mutual_Cooperation,Mutual_Defection,Exploitation
0,2413.0,430.0,2107.0
1,2322.0,1505.0,1123.0
2,2279.0,1532.0,1139.0
3,2259.0,1562.0,1129.0
4,2241.0,1479.0,1230.0
5,2252.0,1485.0,1213.0
6,2244.0,1487.0,1219.0
7,2214.0,1494.0,1242.0
8,2217.0,1500.0,1233.0
9,2244.0,1422.0,1284.0
10,2252.0,1431.0,1267.0
11,2247.0,1490.0,1213.0
12,2161.0,1544.0,1245.0
13,2179.0,1557.0,1214.0
14,2166.0,1566.0,1218.0
15,2186.0,1568.0,1196.0
16,2081.0,1560.0,1309.0
17,2086.0,1625.0,1239.0
18,2025.0,1618.0,1307.0
19,2031.0,1643.0,1276.0
20,2007.0,1667.0,1276.0
21,1948.0,1666.0,1336.0
22,2009.0,1686.0,1255.0
23,1949.0,1693.0,1308.0
24,1955.0,1672.0,1323.0
25,1943.0,1716.0,1291.0
26,1945.0,1701.0,1304.0
27,1890.0,1736.0,1324.0
28,1872.0,1801.0,1277.0
29,1914.0,1788.0,1248.0
30,1933.0,1777.0,1240.0
31,1918.0,1781.0,1251.0
32,1931.0,1714.0,1305.0
33,1943.0,1727.0,1280.0
34,1960.0,1662.0,1328.0
35,1962.0,1677.0,1311.0
36,1988.0,1639.0,1323.0
37,2041.0,1659.0,1250.0
38,2016.0,1657.0,1277.0
39,2029.0,1639.0,1282.0
40,2046.0,1570.0,1334.0
41,2092.0,1574.0,1284.0
42,2078.0,1565.0,1307.0
43,2097.0,1549.0,1304.0
44,2113.0,1561.0,1276.0
45,2100.0,1587.0,1263.0
46,2142.0,1540.0,1268.0
47,2165.0,1503.0,1282.0
48,2185.0,1496.0,1269.0
49,2196.0,1505.0,1249.0
50,2214.0,1467.0,1269.0
51,2227.0,1452.0,1271.0
52,2195.0,1458.0,1297.0
53,2210.0,1477.0,1263.0
54,2199.0,1496.0,1255.0
55,2220.0,1488.0,1242.0
56,2234.0,1476.0,1240.0
57,2218.0,1488.0,1244.0
58,2206.0,1468.0,1276.0
59,2185.0,1500.0,1265.0
60,2196.0,1509.0,1245.0
61,2213.0,1508.0,1229.0
62,2205.0,1508.0,1237.0
63,2236.0,1483.0,1231.0
64,2240.0,1490.0,1220.0
65,2182.0,1495.0,1273.0
66,2169.0,1548.0,1233.0
67,2175.0,1518.0,1257.0
68,2137.0,1577.0,1236.0
69,2097.0,1575.0,1278.0
70,2075.0,1590.0,1285.0
71,2134.0,1532.0,1284.0
72,2174.0,1567.0,1209.0
73,2183.0,1547.0,1220.0
74,2165.0,1535.0,1250.0
75,2111.0,1565.0,1274.0
76,2127.0,1635.0,1188.0
77,2130.0,1624.0,1196.0
78,2090.0,1606.0,1254.0
79,2088.0,1629.0,1233.0
80,2081.0,1630.0,1239.0
81,2091.0,1623.0,1236.0
82,2103.0,1639.0,1208.0
83,2022.0,1647.0,1281.0
84,1987.0,1700.0,1263.0
85,1985.0,1724.0,1241.0
86,1945.0,1736.0,1269.0
87,1973.0,1762.0,1215.0
88,1967.0,1779.0,1204.0
89,1921.0,1785.0,1244.0
90,1914.0,1760.0,1276.0
91,1934.0,1798.0,1218.0
92,1928.0,1788.0,1234.0
93,1965.0,1761.0,1224.0
94,1922.0,1770.0,1258.0
95,1909.0,1802.0,1239.0
96,1857.0,1806.0,1287.0
97,1777.0,1871.0,1302.0
98,1822.0,1834.0,1294.0
99,1840.0,1837.0,1273.0
100,1775.0,1867.0,1308.0
101,1782.0,1876.0,1292.0
102,1752.0,1903.0,1295.0
103,1752.0,1934.0,1264.0
104,1754.0,1948.0,1248.0
105,1760.0,1939.0,1251.0
106,1756.0,1871.0,1323.0
107,1753.0,1926.0,1271.0
108,1797.0,1887.0,1266.0
109,1809.0,1873.0,1268.0
110,1826.0,1856.0,1268.0
111,1869.0,1838.0,1243.0
112,1879.0,1807.0,1264.0
113,1906.0,1789.0,1255.0
114,1917.0,1781.0,1252.0
115,1928.0,1784.0,1238.0
116,1925.0,1783.0,1242.0
117,1912.0,1812.0,1226.0
118,1892.0,1783.0,1275.0
119,1878.0,1787.0,1285.0
120,1905.0,1816.0,1229.0
121,1903.0,1823.0,1224.0
122,1910.0,1835.0,1205.0
123,1924.0,1834.0,1192.0
124,1893.0,1857.0,1200.0
125,1840.0,1838.0,1272.0
126,1839.0,1886.0,1225.0
127,1861.0,1890.0,1199.0
128,1853.0,1884.0,1213.0
129,1867.0,1932.0,1151.0
130,1861.0,1915.0,1174.0
131,1894.0,1881.0,1175.0
132,1893.0,1904.0,1153.0
133,1891.0,1857.0,1202.0
134,1880.0,1871.0,1199.0
135,1879.0,1868.0,1203.0
136,1868.0,1873.0,1209.0
137,1883.0,1875.0,1192.0
138,1868.0,1865.0,1217.0
