,m,d,r,w,P,R,S,T
0,5.0,0.51,0.89,1.0,354778,367003,119780,148439
1,5.0,0.95,0.03,1.0,334454,369101,143506,142939
2,5.0,0.11,0.82,1.0,391513,329011,115586,153890
3,5.0,0.66,0.23,1.0,383899,326881,115439,163781
4,5.0,0.34,0.29,1.0,277778,427515,173827,110880
5,5.0,0.4,0.86,1.0,336141,395541,130738,127580
6,5.0,0.48,0.1,1.0,337868,378565,132256,141311
7,5.0,0.4,0.32,1.0,349641,377139,122683,140537
8,5.0,0.42,0.94,1.0,420202,285129,97628,187041
9,5.0,0.3,0.15,1.0,319145,382428,150916,137511
10,5.0,0.23,0.41,1.0,382349,332157,113273,162221
11,5.0,0.18,0.27,1.0,316577,397642,142698,133083
12,5.0,0.75,0.8,1.0,320638,395090,138693,135579
13,5.0,0.46,0.8,1.0,365104,339155,117764,167977
14,5.0,0.26,0.57,1.0,310382,411364,143387,124867
15,5.0,0.26,0.5,1.0,381724,347354,103653,157269
16,5.0,0.18,0.79,1.0,387464,342306,96953,163277
17,5.0,0.05,0.45,1.0,301956,396416,157992,133636
18,5.0,0.01,0.11,1.0,333770,368738,141435,146057
19,5.0,0.07,0.79,1.0,361499,335998,131724,160779
20,5.0,0.1,0.09,1.0,268718,445477,170254,105551
21,5.0,0.36,0.87,1.0,363336,339036,130073,157555
22,5.0,0.82,0.6,1.0,358446,357700,133487,140367
23,5.0,0.34,0.86,1.0,227485,501458,183240,77817
24,5.0,0.41,0.12,1.0,327103,395237,140878,126782
25,5.0,0.89,0.51,1.0,314545,413531,139416,122508
26,5.0,0.77,0.99,1.0,289591,416292,171726,112391
27,5.0,0.51,0.94,1.0,346806,363554,126378,153262
28,5.0,0.46,0.78,1.0,342807,364839,136379,145975
29,5.0,0.12,0.39,1.0,307467,396938,154049,131546
30,5.0,0.89,0.66,1.0,285983,425904,158142,119971
31,5.0,0.29,0.78,1.0,310491,403676,141709,134124
32,5.0,0.53,0.13,1.0,329871,394102,131740,134287
33,5.0,0.71,0.66,1.0,320662,372247,152332,144759
34,5.0,0.75,0.02,1.0,369056,346128,121458,153358
35,5.0,0.32,0.15,1.0,342495,382693,124017,140795
36,5.0,0.84,0.52,1.0,320636,400496,139964,128904
37,5.0,0.83,0.34,1.0,305669,398707,150543,135081
38,5.0,0.38,0.72,1.0,324455,390091,142886,132568
39,5.0,0.51,0.08,1.0,347757,360194,126825,155224
40,5.0,0.31,0.55,1.0,366457,372013,108586,142944
41,5.0,0.81,0.38,1.0,317555,400190,143390,128865
42,5.0,0.12,0.93,1.0,302737,417590,152365,117308
43,5.0,0.67,0.76,1.0,329411,390738,134215,135636
44,5.0,0.17,0.24,1.0,345906,377628,129809,136657
45,5.0,0.29,0.69,1.0,308419,429724,142219,109638
46,5.0,0.02,0.39,1.0,339127,365388,150464,135021
47,5.0,0.44,0.1,1.0,327485,358035,157252,147228
48,5.0,0.43,0.86,1.0,305874,410461,149055,124610
49,5.0,0.02,0.04,1.0,370569,349921,119133,150377
50,5.0,0.35,0.05,1.0,343781,365732,128145,152342
51,5.0,0.31,0.67,1.0,405329,315934,101310,167427
52,5.0,0.9,0.07,1.0,314860,407844,143924,123372
53,5.0,0.27,0.93,1.0,387491,311995,116199,174315
54,5.0,0.33,0.58,1.0,321111,405858,135766,127265
55,5.0,0.03,0.57,1.0,354322,374007,121571,140100
56,5.0,0.44,0.37,1.0,339146,382246,133750,134858
57,5.0,0.79,0.93,1.0,292718,393265,168876,135141
58,5.0,0.05,0.64,1.0,326450,413215,128242,122093
59,5.0,0.63,0.93,1.0,278770,422547,171739,116944
60,5.0,0.84,0.67,1.0,374019,344861,120209,150911
61,5.0,0.99,0.45,1.0,321107,371696,153249,143948
62,5.0,0.03,0.97,1.0,351644,350924,134478,152954
63,5.0,0.05,0.01,1.0,318698,410135,137343,123824
64,5.0,0.83,0.02,1.0,255400,476324,164146,94130
65,5.0,0.53,0.48,1.0,336915,389864,132190,131031
66,5.0,0.81,0.57,1.0,341476,383482,130163,134879
67,5.0,0.69,0.12,1.0,272448,459244,162554,95754
68,5.0,0.58,0.88,1.0,282438,428463,161360,117739
69,5.0,0.76,0.84,1.0,296178,442446,150442,100934
70,5.0,0.28,0.82,1.0,353876,379128,118579,138417
71,5.0,0.6,0.62,1.0,392039,311656,108991,177314
72,5.0,0.09,0.99,1.0,295993,427866,151484,114657
73,5.0,0.57,0.59,1.0,346439,377704,127132,138725
74,5.0,0.02,0.44,1.0,317042,407996,140047,124915
75,5.0,0.8,0.87,1.0,305483,427756,139454,117307
76,5.0,0.97,0.35,1.0,359672,363379,121355,145594
77,5.0,0.7,0.12,1.0,326579,400769,134032,128620
78,5.0,0.87,0.13,1.0,357098,365654,121696,145552
79,5.0,0.68,0.75,1.0,325713,411736,136447,116104
80,5.0,0.86,0.15,1.0,375121,338396,127137,149346
81,5.0,0.69,0.7,1.0,401602,305112,104027,179259
82,5.0,0.63,0.18,1.0,326988,384390,147765,130857
83,5.0,0.18,0.95,1.0,310352,416906,141447,121295
84,5.0,0.63,0.08,1.0,331090,399360,131785,127765
85,5.0,0.24,0.68,1.0,280471,459874,150466,99189
86,5.0,0.46,0.12,1.0,379561,358054,108262,144123
87,5.0,0.09,0.44,1.0,333454,403211,124468,128867
88,5.0,0.41,0.25,1.0,334874,361199,142607,151320
89,5.0,0.19,0.12,1.0,326946,399634,140206,123214
90,5.0,0.88,0.62,1.0,299064,436106,148865,105965
91,5.0,0.02,0.98,1.0,422784,280043,94227,192946
92,5.0,0.75,0.53,1.0,254995,424416,193575,117014
93,5.0,0.57,0.28,1.0,344231,385331,128508,131930
94,5.0,0.87,0.55,1.0,347262,374831,127029,140878
95,5.0,0.76,0.05,1.0,367420,334337,134388,153855
96,5.0,0.87,0.04,1.0,384024,320559,108313,177104
