,m,d,r,w,P,R,S,T
0,5.0,0.17,0.91,1.0,218334,525190,141868,104608
1,5.0,0.41,0.36,1.0,294712,419536,114918,160834
2,5.0,0.07,0.67,1.0,230833,502901,142866,113400
3,5.0,0.28,0.89,1.0,241439,497445,129596,121520
4,5.0,0.88,0.32,1.0,256143,477529,122846,133482
5,5.0,0.22,0.97,1.0,275380,467277,111158,136185
6,5.0,0.84,0.27,1.0,245416,499623,124209,120752
7,5.0,0.54,0.35,1.0,227406,503635,141480,117479
8,5.0,0.07,0.12,1.0,288792,440818,107624,152766
9,5.0,0.86,0.67,1.0,214881,526539,141352,107228
10,5.0,0.35,0.27,1.0,291398,423860,118938,155804
11,5.0,0.53,0.82,1.0,206360,535789,153491,94360
12,5.0,0.1,0.05,1.0,267195,473146,118026,131633
13,5.0,0.48,0.51,1.0,256778,486658,120361,126203
14,5.0,0.98,0.42,1.0,284280,449841,111630,144249
15,5.0,0.81,0.83,1.0,252662,481903,129928,125507
16,5.0,0.5,0.27,1.0,209236,519607,144778,116379
17,5.0,0.19,0.94,1.0,241973,519347,116787,111893
18,5.0,0.67,0.6,1.0,267128,462971,117124,142777
19,5.0,0.93,0.12,1.0,253423,493041,118953,124583
20,5.0,0.71,0.16,1.0,289787,444871,101540,153802
21,5.0,0.3,0.29,1.0,233417,493418,136796,126369
22,5.0,0.3,0.72,1.0,217417,512468,140743,119372
23,5.0,0.87,0.47,1.0,201895,552632,138110,97363
24,5.0,0.55,0.32,1.0,276971,461244,115020,136765
25,5.0,0.24,0.73,1.0,286501,445623,111063,146813
26,5.0,0.74,0.22,1.0,230840,506501,132480,120179
27,5.0,0.93,0.51,1.0,204247,545129,139653,100971
28,5.0,0.04,0.48,1.0,273235,448118,128096,140551
29,5.0,0.36,0.02,1.0,278662,456136,115562,139640
30,5.0,0.82,0.67,1.0,214498,532055,139791,103656
31,5.0,0.4,0.95,1.0,261732,464532,128470,135266
32,5.0,0.69,0.01,1.0,253089,461101,134220,141590
33,5.0,0.01,0.15,1.0,265411,471465,116441,136683
34,5.0,0.59,0.52,1.0,267076,471283,117851,133790
35,5.0,0.43,0.88,1.0,269163,444238,119996,156603
36,5.0,0.7,0.51,1.0,230225,512223,132912,114640
37,5.0,0.64,0.33,1.0,243057,490510,132906,123527
38,5.0,0.11,0.52,1.0,270733,464012,122532,132723
39,5.0,0.2,0.23,1.0,298754,439686,102566,148994
40,5.0,0.37,0.5,1.0,286646,453189,111159,139006
41,5.0,0.53,0.1,1.0,219634,500910,152058,117398
42,5.0,0.37,0.45,1.0,220341,519800,139419,110440
43,5.0,0.81,0.71,1.0,263146,482304,117181,127369
44,5.0,0.01,0.56,1.0,276600,462379,119099,131922
45,5.0,0.3,0.32,1.0,204281,520696,150822,114201
46,5.0,0.83,0.89,1.0,246049,499832,130366,113753
47,5.0,0.26,0.97,1.0,231373,505477,133779,119371
48,5.0,0.34,0.69,1.0,224851,530239,131609,103301
49,5.0,0.02,0.28,1.0,262162,472110,124117,131611
50,5.0,0.66,0.84,1.0,192667,522117,163598,111618
51,5.0,0.75,0.35,1.0,269729,456996,121432,141843
52,5.0,0.23,0.58,1.0,230929,498717,133941,126413
53,5.0,0.25,0.58,1.0,248179,495606,125953,120262
54,5.0,0.35,0.71,1.0,226371,521624,133687,108318
55,5.0,0.07,0.5,1.0,274841,445959,120151,149049
56,5.0,0.61,0.26,1.0,241505,496061,129899,122535
57,5.0,0.56,0.87,1.0,256301,487624,124095,121980
58,5.0,0.73,0.5,1.0,211971,531682,142668,103679
59,5.0,0.34,0.11,1.0,264014,470968,123325,131693
60,5.0,0.88,0.62,1.0,260589,463165,126741,139505
61,5.0,0.06,1.0,1.0,275410,458965,113491,142134
62,5.0,0.62,0.64,1.0,217316,522085,140849,109750
63,5.0,0.27,0.5,1.0,270370,471869,122137,125624
64,5.0,0.85,0.45,1.0,282567,428131,122117,157185
65,5.0,0.98,0.68,1.0,222353,512939,143947,110761
66,5.0,0.97,0.81,1.0,238172,494949,137073,119806
67,5.0,0.93,0.61,1.0,239175,506822,128478,115525
68,5.0,0.65,0.19,1.0,302806,423507,102256,161431
69,5.0,0.29,0.55,1.0,261934,465684,116537,145845
70,5.0,0.19,0.42,1.0,273132,469607,112614,134647
71,5.0,0.42,0.45,1.0,252162,487708,127660,122470
72,5.0,0.67,0.74,1.0,261128,464955,121301,142616
73,5.0,0.85,0.32,1.0,226895,486935,142079,134091
74,5.0,0.54,0.87,1.0,244440,503874,124582,117104
75,5.0,0.49,0.04,1.0,290610,426188,119899,153303
76,5.0,0.58,0.84,1.0,253770,491739,120760,123731
77,5.0,0.65,0.72,1.0,251719,485465,125990,126826
78,5.0,0.13,0.94,1.0,288984,439237,108455,153324
79,5.0,0.31,0.11,1.0,261159,479332,124041,125468
80,5.0,0.41,0.6,1.0,240335,489576,137923,122166
81,5.0,0.33,0.49,1.0,222407,489550,142276,135767
82,5.0,0.08,0.9,1.0,243411,481768,141547,123274
83,5.0,0.09,0.17,1.0,271946,455001,123341,139712
84,5.0,0.82,0.25,1.0,261020,453031,127863,148086
85,5.0,0.04,0.07,1.0,220243,527635,136471,105651
86,5.0,0.16,0.05,1.0,288882,426629,125375,149114
87,5.0,0.02,0.92,1.0,239466,510035,122677,117822
88,5.0,0.93,1.0,1.0,252570,492290,121687,123453
89,5.0,0.97,0.69,1.0,195990,544309,155126,94575
90,5.0,0.3,0.69,1.0,241466,495393,136309,116832
91,5.0,0.07,0.06,1.0,252787,484843,117926,134444
92,5.0,0.67,0.44,1.0,240400,476462,139558,133580
93,5.0,0.14,0.09,1.0,254934,488075,123914,123077
94,5.0,0.21,0.13,1.0,223914,500901,140315,124870
95,5.0,0.74,0.09,1.0,223408,504020,144970,117602
96,5.0,0.64,0.27,1.0,214909,513276,148810,113005
97,5.0,0.16,0.13,1.0,254902,479901,118542,136655
98,5.0,0.72,0.7,1.0,282882,440241,118446,148431
99,5.0,0.78,0.04,1.0,260416,460579,133923,135082
