,m,d,r,w,P,R,S,T
41,5.0,1.0,0.54,1.0,325197,423581,130801,110421
42,5.0,0.31,0.69,1.0,305212,450890,131238,102660
43,5.0,0.13,0.38,1.0,380516,368532,113487,127465
44,5.0,0.16,0.23,1.0,336862,417343,123547,112248
45,5.0,0.07,0.15,1.0,414458,329261,105294,140987
46,5.0,0.02,0.61,1.0,321418,434105,127235,107242
47,5.0,0.04,0.85,1.0,377316,374865,113563,124256
48,5.0,0.15,0.16,1.0,398606,362978,99582,128834
49,5.0,0.11,0.18,1.0,297990,441691,148029,102290
50,5.0,0.96,0.48,1.0,363761,401699,106825,117715
51,5.0,0.69,0.48,1.0,323296,427588,131545,107571
52,5.0,0.44,0.29,1.0,380378,378729,107605,123288
53,5.0,0.36,0.17,1.0,377173,387675,103554,121598
54,5.0,0.82,0.23,1.0,346659,411893,114628,116820
55,5.0,0.53,0.19,1.0,350721,402040,117875,119364
56,5.0,0.06,0.9,1.0,381808,369887,110186,128119
57,5.0,0.82,1.0,1.0,347326,402455,129313,110906
58,5.0,0.43,0.51,1.0,342061,413148,115666,119125
59,5.0,0.66,0.09,1.0,401198,357702,102718,128382
60,5.0,0.91,0.5,1.0,382354,352533,116790,138323
61,5.0,0.04,0.55,1.0,361533,391636,116788,120043
62,5.0,0.84,0.64,1.0,322834,430341,131396,105429
63,5.0,0.52,0.63,1.0,326876,430687,119518,112919
64,5.0,0.2,0.07,1.0,397419,354546,111041,126994
65,5.0,0.06,0.96,1.0,400203,341542,111364,136891
66,5.0,0.64,0.45,1.0,381828,386065,103062,119045
67,5.0,0.29,0.4,1.0,382183,370820,112853,124144
68,5.0,0.99,0.24,1.0,327422,419918,137178,105482
69,5.0,0.06,0.84,1.0,343788,414158,115884,116170
70,5.0,0.34,0.5,1.0,360639,394554,115240,119567
71,5.0,0.25,0.43,1.0,298860,433593,152402,105145
72,5.0,0.96,0.21,1.0,355855,418436,106658,109051
73,5.0,0.17,0.19,1.0,384234,376356,111016,118394
74,5.0,0.48,0.56,1.0,318671,429958,133882,107489
75,5.0,0.11,0.97,1.0,346602,418478,115509,109411
76,5.0,0.42,0.33,1.0,352316,403377,112743,121564
77,5.0,0.32,0.16,1.0,356614,413328,110360,109698
78,5.0,0.56,0.33,1.0,325004,425462,133041,106493
79,5.0,0.17,0.59,1.0,388596,367742,111152,122510
80,5.0,0.07,0.94,1.0,336113,423472,125608,104807
81,5.0,0.34,0.27,1.0,375881,381147,112601,120371
82,5.0,0.7,0.31,1.0,291348,465411,133230,100011
83,5.0,0.37,0.25,1.0,391333,363420,106027,129220
84,5.0,0.7,0.71,1.0,367953,388843,109364,123840
85,5.0,0.64,0.02,1.0,372398,386418,110712,120472
86,5.0,0.24,0.03,1.0,315999,435020,130218,108763
87,5.0,0.71,0.77,1.0,329704,421874,128362,110060
88,5.0,0.33,0.54,1.0,339284,425873,116828,108015
89,5.0,0.14,0.97,1.0,371076,361556,127639,129729
90,5.0,0.86,0.08,1.0,372354,378659,116829,122158
91,5.0,0.6,0.34,1.0,287590,449438,150604,102368
92,5.0,0.05,0.78,1.0,326485,419477,132792,111246
93,5.0,0.87,0.25,1.0,385477,361829,110317,132377
94,5.0,0.53,0.54,1.0,330988,410964,136175,111873
95,5.0,0.16,0.96,1.0,382498,369155,106904,131443
96,5.0,0.38,0.08,1.0,401495,356254,106153,126098
97,5.0,0.94,0.75,1.0,315488,438894,131504,104114
98,5.0,1.0,0.09,1.0,364357,374146,116698,134799
99,5.0,0.03,0.46,1.0,354972,403314,114108,117606
