S.D.,Counts
0.5,259
0.6,249
0.7,225
0.8,221
0.9,219
1.0,209
1.1,202
1.2,177
1.3,162
1.4,151
1.5,130
1.6,118
1.7,98
1.8,75
1.9,59
2.0,32
2.1,15
2.2,7
2.3,1
2.4,0
2.5,0
2.6,0
2.7,0
2.8,0
2.9,0
3.0,0
