S.D.,Counts,seed,tournament_type
0.5,228,128,norm_mdr_sd_min
0.6,223,128,norm_mdr_sd_min
0.7,229,128,norm_mdr_sd_min
0.8,217,128,norm_mdr_sd_min
0.9,222,128,norm_mdr_sd_min
1,197,128,norm_mdr_sd_min
1.1,192,128,norm_mdr_sd_min
1.2,157,128,norm_mdr_sd_min
1.3,125,128,norm_mdr_sd_min
1.4,103,128,norm_mdr_sd_min
1.5,77,128,norm_mdr_sd_min
1.6,73,128,norm_mdr_sd_min
1.7,64,128,norm_mdr_sd_min
1.8,50,128,norm_mdr_sd_min
1.9,42,128,norm_mdr_sd_min
2,27,128,norm_mdr_sd_min
2.1,10,128,norm_mdr_sd_min
2.2,12,128,norm_mdr_sd_min
2.3,8,128,norm_mdr_sd_min
2.4,11,128,norm_mdr_sd_min
2.5,14,128,norm_mdr_sd_min
2.6,13,128,norm_mdr_sd_min
2.7,8,128,norm_mdr_sd_min
2.8,2,128,norm_mdr_sd_min
2.9,0,128,norm_mdr_sd_min
3,0,128,norm_mdr_sd_min
