S.D.,Counts
0.5,287
0.6,272
0.7,243
0.8,201
0.9,168
1.0,169
1.1,166
1.2,164
1.3,150
1.4,134
1.5,110
1.6,88
1.7,67
1.8,51
1.9,44
2.0,36
2.1,26
2.2,21
2.3,9
2.4,7
2.5,7
2.6,4
2.7,8
2.8,7
2.9,6
3.0,7
