S.D.,Counts
0.5,255
0.6,261
0.7,258
0.8,250
0.9,235
1.0,213
1.1,168
1.2,165
1.3,146
1.4,122
1.5,86
1.6,67
1.7,54
1.8,42
1.9,36
2.0,39
2.1,38
2.2,18
2.3,13
2.4,8
2.5,7
2.6,3
2.7,2
2.8,3
2.9,4
3.0,3
