S.D.,Counts,seed,tournament_type
0.5,265,32,norm_mdr_sd_min
0.6,286,32,norm_mdr_sd_min
0.7,267,32,norm_mdr_sd_min
0.8,231,32,norm_mdr_sd_min
0.9,195,32,norm_mdr_sd_min
1,188,32,norm_mdr_sd_min
1.1,159,32,norm_mdr_sd_min
1.2,150,32,norm_mdr_sd_min
1.3,123,32,norm_mdr_sd_min
1.4,121,32,norm_mdr_sd_min
1.5,102,32,norm_mdr_sd_min
1.6,81,32,norm_mdr_sd_min
1.7,61,32,norm_mdr_sd_min
1.8,39,32,norm_mdr_sd_min
1.9,30,32,norm_mdr_sd_min
2,26,32,norm_mdr_sd_min
2.1,16,32,norm_mdr_sd_min
2.2,12,32,norm_mdr_sd_min
2.3,13,32,norm_mdr_sd_min
2.4,14,32,norm_mdr_sd_min
2.5,13,32,norm_mdr_sd_min
2.6,5,32,norm_mdr_sd_min
2.7,3,32,norm_mdr_sd_min
2.8,1,32,norm_mdr_sd_min
2.9,0,32,norm_mdr_sd_min
3,0,32,norm_mdr_sd_min
