S.D.,Counts,seed,tournament_type
0.5,331,64,norm_mdr_sd_min
0.6,302,64,norm_mdr_sd_min
0.7,285,64,norm_mdr_sd_min
0.8,228,64,norm_mdr_sd_min
0.9,204,64,norm_mdr_sd_min
1,186,64,norm_mdr_sd_min
1.1,185,64,norm_mdr_sd_min
1.2,165,64,norm_mdr_sd_min
1.3,140,64,norm_mdr_sd_min
1.4,120,64,norm_mdr_sd_min
1.5,98,64,norm_mdr_sd_min
1.6,76,64,norm_mdr_sd_min
1.7,68,64,norm_mdr_sd_min
1.8,69,64,norm_mdr_sd_min
1.9,60,64,norm_mdr_sd_min
2,42,64,norm_mdr_sd_min
2.1,25,64,norm_mdr_sd_min
2.2,16,64,norm_mdr_sd_min
2.3,15,64,norm_mdr_sd_min
2.4,14,64,norm_mdr_sd_min
2.5,10,64,norm_mdr_sd_min
2.6,5,64,norm_mdr_sd_min
2.7,5,64,norm_mdr_sd_min
2.8,6,64,norm_mdr_sd_min
2.9,4,64,norm_mdr_sd_min
3,1,64,norm_mdr_sd_min
