S.D.,Counts
0.5,980
0.6,962
0.7,994
0.8,825
0.9,795
1.0,672
1.1,552
1.2,462
1.3,431
1.4,389
1.5,370
1.6,283
1.7,246
1.8,195
1.9,121
2.0,131
2.1,134
2.2,130
2.3,78
2.4,61
2.5,37
2.6,31
2.7,11
2.8,12
2.9,7
3.0,3
