S.D.,Counts
0.5,931
0.6,960
0.7,918
0.8,829
0.9,752
1.0,705
1.1,685
1.2,684
1.3,597
1.4,485
1.5,414
1.6,294
1.7,239
1.8,208
1.9,183
2.0,147
2.1,106
2.2,67
2.3,53
2.4,37
2.5,29
2.6,29
2.7,12
2.8,7
2.9,12
3.0,10
