S.D.,Counts
0.5,131
0.6,131
0.7,118
0.8,112
0.9,98
1.0,92
1.1,78
1.2,81
1.3,80
1.4,91
1.5,69
1.6,61
1.7,51
1.8,41
1.9,50
2.0,16
2.1,17
2.2,3
2.3,3
2.4,1
2.5,1
2.6,0
2.7,0
2.8,0
2.9,0
3.0,0
