S.D.,Counts
0.5,1045
0.6,990
0.7,883
0.8,904
0.9,778
1.0,675
1.1,588
1.2,515
1.3,460
1.4,434
1.5,383
1.6,332
1.7,298
1.8,246
1.9,195
2.0,146
2.1,101
2.2,75
2.3,70
2.4,38
2.5,33
2.6,18
2.7,8
2.8,5
2.9,7
3.0,6
