S.D.,Counts
0.5,1076
0.6,992
0.7,939
0.8,886
0.9,804
1.0,759
1.1,755
1.2,680
1.3,580
1.4,543
1.5,430
1.6,333
1.7,282
1.8,182
1.9,154
2.0,105
2.1,87
2.2,98
2.3,76
2.4,46
2.5,33
2.6,24
2.7,21
2.8,16
2.9,16
3.0,11
