S.D.,Counts,seed,tournament_type
0.5,298,16,norm_dr_sd_min
0.6,253,16,norm_dr_sd_min
0.7,225,16,norm_dr_sd_min
0.8,217,16,norm_dr_sd_min
0.9,208,16,norm_dr_sd_min
1,185,16,norm_dr_sd_min
1.1,164,16,norm_dr_sd_min
1.2,162,16,norm_dr_sd_min
1.3,124,16,norm_dr_sd_min
1.4,108,16,norm_dr_sd_min
1.5,97,16,norm_dr_sd_min
1.6,88,16,norm_dr_sd_min
1.7,79,16,norm_dr_sd_min
1.8,81,16,norm_dr_sd_min
1.9,67,16,norm_dr_sd_min
2,48,16,norm_dr_sd_min
2.1,34,16,norm_dr_sd_min
2.2,26,16,norm_dr_sd_min
2.3,21,16,norm_dr_sd_min
2.4,13,16,norm_dr_sd_min
2.5,9,16,norm_dr_sd_min
2.6,4,16,norm_dr_sd_min
2.7,1,16,norm_dr_sd_min
2.8,0,16,norm_dr_sd_min
2.9,0,16,norm_dr_sd_min
3,0,16,norm_dr_sd_min
