S.D.,Counts
0.5,258
0.6,254
0.7,256
0.8,240
0.9,210
1.0,187
1.1,174
1.2,168
1.3,137
1.4,126
1.5,101
1.6,75
1.7,62
1.8,59
1.9,39
2.0,24
2.1,22
2.2,12
2.3,8
2.4,11
2.5,3
2.6,2
2.7,1
2.8,1
2.9,1
3.0,0
