S.D.,Counts
0.5,287
0.6,286
0.7,264
0.8,243
0.9,209
1.0,211
1.1,204
1.2,206
1.3,190
1.4,136
1.5,117
1.6,86
1.7,81
1.8,78
1.9,61
2.0,48
2.1,28
2.2,12
2.3,7
2.4,4
2.5,3
2.6,0
2.7,0
2.8,0
2.9,0
3.0,0
