S.D.,Counts,seed,tournament_type
0.5,219,32,norm_dr_sd_min
0.6,217,32,norm_dr_sd_min
0.7,223,32,norm_dr_sd_min
0.8,206,32,norm_dr_sd_min
0.9,199,32,norm_dr_sd_min
1,162,32,norm_dr_sd_min
1.1,148,32,norm_dr_sd_min
1.2,139,32,norm_dr_sd_min
1.3,134,32,norm_dr_sd_min
1.4,124,32,norm_dr_sd_min
1.5,110,32,norm_dr_sd_min
1.6,100,32,norm_dr_sd_min
1.7,81,32,norm_dr_sd_min
1.8,58,32,norm_dr_sd_min
1.9,56,32,norm_dr_sd_min
2,36,32,norm_dr_sd_min
2.1,23,32,norm_dr_sd_min
2.2,15,32,norm_dr_sd_min
2.3,11,32,norm_dr_sd_min
2.4,1,32,norm_dr_sd_min
2.5,0,32,norm_dr_sd_min
2.6,0,32,norm_dr_sd_min
2.7,0,32,norm_dr_sd_min
2.8,0,32,norm_dr_sd_min
2.9,0,32,norm_dr_sd_min
3,0,32,norm_dr_sd_min
