S.D.,Counts
0.5,251
0.6,244
0.7,244
0.8,250
0.9,227
1.0,205
1.1,181
1.2,166
1.3,150
1.4,117
1.5,120
1.6,96
1.7,78
1.8,64
1.9,43
2.0,27
2.1,25
2.2,22
2.3,16
2.4,17
2.5,6
2.6,5
2.7,2
2.8,0
2.9,0
3.0,0
