S.D.,Counts,seed,tournament_type
0.5,287,4,norm_dr_sd_min
0.6,286,4,norm_dr_sd_min
0.7,264,4,norm_dr_sd_min
0.8,243,4,norm_dr_sd_min
0.9,209,4,norm_dr_sd_min
1,211,4,norm_dr_sd_min
1.1,204,4,norm_dr_sd_min
1.2,206,4,norm_dr_sd_min
1.3,190,4,norm_dr_sd_min
1.4,136,4,norm_dr_sd_min
1.5,117,4,norm_dr_sd_min
1.6,86,4,norm_dr_sd_min
1.7,81,4,norm_dr_sd_min
1.8,78,4,norm_dr_sd_min
1.9,61,4,norm_dr_sd_min
2,48,4,norm_dr_sd_min
2.1,28,4,norm_dr_sd_min
2.2,12,4,norm_dr_sd_min
2.3,7,4,norm_dr_sd_min
2.4,4,4,norm_dr_sd_min
2.5,3,4,norm_dr_sd_min
2.6,0,4,norm_dr_sd_min
2.7,0,4,norm_dr_sd_min
2.8,0,4,norm_dr_sd_min
2.9,0,4,norm_dr_sd_min
3,0,4,norm_dr_sd_min
