,m,d,r,w,R,S,T,P
0,5,0.4,0.3,0,567243,120717,127669,174371
1,5,0.4,0.3,0,580937,118025,116050,174988
2,5,0.4,0.3,0,589169,118853,112042,169936
3,5,0.4,0.3,0,636798,130298,86666,136238
4,5,0.4,0.3,0,568869,122787,117903,180441
5,5,0.4,0.3,0,589950,128807,104338,166905
6,5,0.4,0.3,0,537171,113037,130965,208827
7,5,0.4,0.3,0,595163,124176,110801,159860
8,5,0.4,0.3,0,620936,130580,95486,142998
9,5,0.4,0.3,0,587952,115459,106229,180360
10,5,0.4,0.3,0,580106,117691,113066,179137
11,5,0.4,0.3,0,580562,119487,113789,176162
12,5,0.4,0.3,0,579787,127667,111222,171324
13,5,0.4,0.3,0,573657,118673,124379,173291
14,5,0.4,0.3,0,545713,108061,131525,204701
15,5,0.4,0.3,0,494992,109572,155252,230184
16,5,0.4,0.3,0,544421,109028,136429,200122
17,5,0.4,0.3,0,598643,122871,106716,161770
18,5,0.4,0.3,0,560732,121068,126983,181217
19,5,0.4,0.3,0,594010,126719,107612,161659
20,5,0.4,0.3,0,584542,112569,117219,175670
21,5,0.4,0.3,0,578427,126177,124571,160825
22,5,0.4,0.3,0,609108,129428,104170,147294
23,5,0.4,0.3,0,541070,107759,142158,199013
24,5,0.4,0.3,0,484955,99771,164216,241058
25,5,0.4,0.3,0,597233,130507,103214,159046
26,5,0.4,0.3,0,557275,107814,126660,198251
27,5,0.4,0.3,0,546551,115107,136452,191890
28,5,0.4,0.3,0,515984,115877,156455,201684
29,5,0.4,0.3,0,526927,104530,144686,213857
30,5,0.4,0.3,0,544283,113556,123876,208285
31,5,0.4,0.3,0,577107,129737,120089,163067
32,5,0.4,0.3,0,571194,122905,109037,186864
33,5,0.4,0.3,0,565663,123119,126971,174247
34,5,0.4,0.3,0,622576,137698,93230,136496
35,5,0.4,0.3,0,587254,126238,112656,163852
36,5,0.4,0.3,0,609430,119069,104378,157123
37,5,0.4,0.3,0,596127,112784,105114,175975
38,5,0.4,0.3,0,517906,100873,155281,215940
39,5,0.4,0.3,0,623362,121886,90032,154720
40,5,0.4,0.3,0,588298,121352,114956,165394
41,5,0.4,0.3,0,660896,145960,74150,108994
42,5,0.4,0.3,0,562407,116640,129089,181864
43,5,0.4,0.3,0,588694,126579,103256,171471
44,5,0.4,0.3,0,555968,114252,137212,182568
45,5,0.4,0.3,0,501119,98361,167893,222627
46,5,0.4,0.3,0,555089,104487,123554,206870
47,5,0.4,0.3,0,592751,124277,112874,160098
48,5,0.4,0.3,0,597310,123027,108737,160926
49,5,0.4,0.3,0,547184,118594,133674,190548
50,5,0.4,0.3,0,607944,128840,107762,145454
51,5,0.4,0.3,0,564995,110874,112655,201476
52,5,0.4,0.3,0,534803,110741,133543,210913
53,5,0.4,0.3,0,578816,126779,106637,177768
54,5,0.4,0.3,0,590031,111486,112463,176020
55,5,0.4,0.3,0,539737,109296,129105,211862
56,5,0.4,0.3,0,605531,124947,102114,157408
57,5,0.4,0.3,0,601385,124859,101853,161903
58,5,0.4,0.3,0,561353,123025,124819,180803
59,5,0.4,0.3,0,545944,111222,134505,198329
60,5,0.4,0.3,0,571388,114313,119969,184330
61,5,0.4,0.3,0,633334,136995,78970,140701
62,5,0.4,0.3,0,576514,120914,119401,173171
63,5,0.4,0.3,0,567833,109957,120050,192160
64,5,0.4,0.3,0,626712,140097,90225,132966
65,5,0.4,0.3,0,587346,123979,114209,164466
66,5,0.4,0.3,0,554148,111842,126233,197777
67,5,0.4,0.3,0,639537,133994,80729,135740
68,5,0.4,0.3,0,561645,104101,127591,196663
69,5,0.4,0.3,0,496699,99668,151053,242580
70,5,0.4,0.3,0,591752,118347,106871,173030
71,5,0.4,0.3,0,589892,126314,104219,169575
72,5,0.4,0.3,0,650965,138721,73607,126707
73,5,0.4,0.3,0,537658,103146,138871,210325
74,5,0.4,0.3,0,581046,123491,108360,177103
75,5,0.4,0.3,0,594864,127002,104570,163564
76,5,0.4,0.3,0,513732,106092,143406,226770
77,5,0.4,0.3,0,560716,116976,124990,187318
78,5,0.4,0.3,0,557711,106013,134379,191897
79,5,0.4,0.3,0,573857,122345,114714,179084
80,5,0.4,0.3,0,570121,120621,117299,181959
81,5,0.4,0.3,0,535846,104664,138837,210653
82,5,0.4,0.3,0,551123,120412,122225,196240
83,5,0.4,0.3,0,569596,115858,125793,178753
84,5,0.4,0.3,0,543909,97503,131615,216973
85,5,0.4,0.3,0,607120,129861,94861,158158
86,5,0.4,0.3,0,545077,97776,127897,219250
87,5,0.4,0.3,0,589585,123941,101922,174552
88,5,0.4,0.3,0,571855,118642,119331,180172
89,5,0.4,0.3,0,607538,125205,99394,157863
90,5,0.4,0.3,0,643525,152184,75830,118461
91,5,0.4,0.3,0,568555,119303,123296,178846
92,5,0.4,0.3,0,542218,110328,133519,203935
93,5,0.4,0.3,0,570456,121889,127960,169695
94,5,0.4,0.3,0,671681,147095,65211,106013
95,5,0.4,0.3,0,540859,106409,139796,202936
96,5,0.4,0.3,0,564274,119446,118894,187386
97,5,0.4,0.3,0,527465,109510,136452,216573
98,5,0.4,0.3,0,492288,98827,168781,230104
99,5,0.4,0.3,0,505654,109418,152009,222919
